frame_index,timestamp,nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility
11,0.5695,0.494853,0.457992,-1.403221,0.999853,0.766082,0.769986,-0.458790,0.997720,0.214321,0.776595,-0.434895,0.998909,0.892163,1.072496,-0.306974,0.324804,0.095516,1.266335,-0.215849,0.482724,0.914166,1.592499,-0.687665,0.049953,0.078153,1.594344,-0.729522,0.112345
12,0.6305,0.491951,0.457836,-1.457699,0.999846,0.766096,0.773642,-0.460096,0.997564,0.212899,0.776764,-0.440209,0.998846,0.896996,1.219076,-0.319172,0.317508,0.095106,1.265532,-0.212308,0.466784,0.895010,1.593722,-0.701394,0.048099,0.071214,1.594852,-0.727915,0.106865
13,0.6834,0.489672,0.457238,-1.441991,0.999850,0.765235,0.773824,-0.461915,0.997562,0.212944,0.776790,-0.450398,0.998880,0.889773,1.113981,-0.314785,0.319960,0.088890,1.261882,-0.257747,0.472205,0.893110,1.594068,-0.702278,0.047657,0.064965,1.591728,-0.839279,0.107972
14,0.7290,0.488914,0.457179,-1.571218,0.999848,0.763797,0.773386,-0.514199,0.997509,0.209662,0.776384,-0.560000,0.998881,0.887710,1.082242,-0.354219,0.323316,0.083023,1.261402,-0.356096,0.476532,0.891810,1.594470,-0.811108,0.047683,0.059953,1.594521,-0.935685,0.109243
15,0.7748,0.487988,0.456938,-1.561215,0.999849,0.761968,0.771877,-0.531157,0.997569,0.209819,0.773744,-0.547393,0.998914,0.887771,1.060744,-0.377546,0.332298,0.072290,1.249622,-0.341414,0.488747,0.905463,1.588606,-0.844955,0.049245,0.049474,1.594043,-0.918210,0.116008
16,0.8128,0.486556,0.457101,-1.547712,0.999852,0.762003,0.771999,-0.529407,0.997598,0.210853,0.774965,-0.537259,0.998876,0.887004,1.064304,-0.431415,0.334709,0.072520,1.255388,-0.376588,0.486591,0.905290,1.603098,-0.956932,0.049290,0.037549,1.594433,-1.078197,0.114354
17,0.8761,0.484504,0.457078,-1.546475,0.999851,0.762055,0.772811,-0.528466,0.997540,0.211904,0.776778,-0.531672,0.998823,0.886231,1.065263,-0.439122,0.336443,0.072896,1.255022,-0.377965,0.485077,0.905082,1.604328,-0.968821,0.049631,0.039005,1.594580,-1.044304,0.112916
18,0.9317,0.482955,0.456863,-1.541254,0.999851,0.761904,0.772727,-0.516155,0.997549,0.212004,0.776805,-0.516782,0.998801,0.883319,1.063280,-0.433994,0.342953,0.071166,1.254986,-0.369245,0.488152,0.905008,1.605458,-0.927876,0.049980,0.034336,1.594125,-1.007280,0.112706
19,0.9764,0.481521,0.456733,-1.439481,0.999856,0.761830,0.773430,-0.465506,0.997611,0.211914,0.776473,-0.435014,0.998832,0.881394,1.062140,-0.369298,0.348132,0.065218,1.255309,-0.324393,0.492898,0.896719,1.606091,-0.812768,0.049538,0.024974,1.590375,-0.990571,0.113380
20,1.0374,0.480722,0.456297,-1.434479,0.999865,0.761760,0.773404,-0.459876,0.997741,0.209193,0.776974,-0.409586,0.998876,0.881517,1.060856,-0.385344,0.356696,0.059794,1.260725,-0.349561,0.497765,0.898277,1.608082,-0.884444,0.051591,0.020247,1.590991,-1.161542,0.115627
21,1.0862,0.480044,0.456277,-1.437726,0.999871,0.760722,0.772776,-0.460686,0.997831,0.206946,0.776715,-0.427563,0.998911,0.881581,1.060604,-0.422094,0.367451,0.055279,1.267799,-0.396883,0.509610,0.904448,1.609129,-0.964426,0.053700,0.013836,1.590888,-1.217525,0.121508
22,1.1366,0.479328,0.456310,-1.511308,0.999870,0.759981,0.772744,-0.489472,0.997830,0.205529,0.777079,-0.447539,0.998900,0.881003,1.060262,-0.424485,0.369924,0.056079,1.266318,-0.384077,0.511488,0.899708,1.609542,-0.947337,0.053427,0.015826,1.590155,-1.195317,0.120176
23,1.1865,0.479332,0.453256,-1.529822,0.999870,0.757568,0.771552,-0.489704,0.997801,0.204752,0.776962,-0.509618,0.998904,0.879700,1.058577,-0.379797,0.368398,0.059631,1.254383,-0.382239,0.512306,0.902277,1.609522,-0.899554,0.052813,0.033868,1.596010,-0.978986,0.119347
24,1.2362,0.479352,0.450979,-1.549118,0.999864,0.756853,0.771390,-0.492770,0.997717,0.204391,0.776957,-0.525718,0.998859,0.879503,1.059256,-0.373406,0.367125,0.059203,1.247204,-0.362811,0.510581,0.905369,1.610721,-0.882897,0.051496,0.034074,1.597574,-0.905327,0.116131
25,1.2910,0.480076,0.446666,-1.548376,0.999867,0.756906,0.771092,-0.492947,0.997724,0.204218,0.777154,-0.521345,0.998855,0.879528,1.059538,-0.370140,0.367885,0.059472,1.245763,-0.290609,0.512270,0.913453,1.613781,-0.881489,0.051857,0.040537,1.599795,-0.833171,0.116350
26,1.3466,0.481664,0.443887,-1.609761,0.999862,0.755718,0.765760,-0.501938,0.997648,0.201426,0.777739,-0.550770,0.998664,0.882070,1.044429,-0.406202,0.372088,0.057502,1.259218,-0.416191,0.506266,0.953889,1.602530,-0.993835,0.053763,0.032303,1.600016,-1.103821,0.115295
27,1.3912,0.481969,0.441145,-1.591459,0.999863,0.755747,0.765722,-0.499401,0.997670,0.201549,0.780588,-0.546897,0.998611,0.881412,1.049598,-0.405050,0.380545,0.068501,1.272763,-0.415355,0.498253,0.947553,1.609531,-0.963750,0.055230,0.037761,1.602025,-1.098468,0.114814
28,1.4430,0.482201,0.439963,-1.582653,0.999866,0.756323,0.765874,-0.508750,0.997666,0.201776,0.783689,-0.550771,0.998603,0.881525,1.051838,-0.409350,0.379598,0.074638,1.275542,-0.410266,0.493134,0.945744,1.610885,-0.954797,0.055232,0.052358,1.615976,-1.077473,0.115715
29,1.4926,0.482555,0.439983,-1.563252,0.999869,0.757012,0.766307,-0.494821,0.997701,0.204255,0.783686,-0.553328,0.998663,0.881596,1.052302,-0.329329,0.380450,0.078764,1.268155,-0.407358,0.492881,0.931532,1.606903,-0.774487,0.055207,0.066504,1.616499,-0.978914,0.119125
30,1.5459,0.483322,0.440018,-1.524718,0.999868,0.759183,0.768636,-0.501190,0.997686,0.206851,0.784749,-0.505924,0.998668,0.882222,1.053788,-0.370088,0.374159,0.082602,1.267784,-0.240604,0.488974,0.925722,1.606985,-0.815552,0.054039,0.066961,1.616464,-0.743186,0.117188
31,1.5933,0.483608,0.440022,-1.509465,0.999871,0.759440,0.769647,-0.472588,0.997659,0.206861,0.786925,-0.525205,0.998691,0.881764,1.054710,-0.326037,0.368096,0.087852,1.273594,-0.334689,0.482977,0.915014,1.606638,-0.785179,0.052771,0.075723,1.626498,-0.919970,0.116491
32,1.6424,0.484329,0.440039,-1.512541,0.999871,0.759440,0.770048,-0.473347,0.997638,0.206432,0.788767,-0.539589,0.998717,0.881724,1.054835,-0.320455,0.363585,0.089462,1.278623,-0.347955,0.479829,0.911211,1.606441,-0.770063,0.051104,0.077133,1.636854,-0.921167,0.116170
33,1.6971,0.484353,0.440056,-1.463992,0.999872,0.759957,0.773142,-0.475278,0.997632,0.207990,0.788961,-0.453034,0.998709,0.881345,1.057392,-0.324979,0.352751,0.092452,1.275869,-0.155859,0.468017,0.902214,1.606868,-0.771938,0.049560,0.075481,1.627524,-0.634710,0.111856
34,1.7412,0.484939,0.440072,-1.431780,0.999873,0.760078,0.773897,-0.454865,0.997674,0.209640,0.788843,-0.450462,0.998748,0.892875,1.221643,-0.323616,0.352194,0.092542,1.275500,-0.212845,0.469972,0.891683,1.606898,-0.764604,0.048526,0.075125,1.623011,-0.740201,0.109657
35,1.7856,0.485169,0.440114,-1.419216,0.999877,0.758290,0.772505,-0.451007,0.997767,0.214561,0.784212,-0.408911,0.998803,0.891943,1.125022,-0.327918,0.352930,0.097409,1.265356,-0.166270,0.471983,0.901304,1.598163,-0.773066,0.049313,0.074437,1.611832,-0.706063,0.113793
36,1.8389,0.485271,0.440127,-1.397826,0.999878,0.758990,0.773428,-0.457640,0.997855,0.224442,0.774685,-0.395010,0.998861,0.888808,1.098038,-0.369608,0.352832,0.099092,1.242172,-0.021537,0.474230,0.895920,1.599831,-0.792338,0.049040,0.073829,1.606249,-0.367785,0.113104
37,1.8892,0.485300,0.440526,-1.301772,0.999883,0.761993,0.773604,-0.416432,0.997960,0.237160,0.763178,-0.370591,0.998944,0.888699,1.080897,-0.279883,0.353294,0.097725,1.207408,-0.030945,0.486215,0.892869,1.601199,-0.624615,0.048134,0.071921,1.585479,-0.375531,0.115312
38,1.9416,0.485367,0.441944,-1.356508,0.999888,0.762783,0.774977,-0.419279,0.998040,0.240423,0.762706,-0.368443,0.998979,0.904429,1.216400,-0.292103,0.346986,0.083173,1.199408,-0.094011,0.488692,0.891745,1.600071,-0.691946,0.048362,0.038763,1.551535,-0.573602,0.114692
39,1.9895,0.485447,0.442875,-1.355153,0.999890,0.762780,0.772745,-0.423855,0.998081,0.245757,0.761851,-0.379726,0.999021,0.900257,1.117172,-0.261005,0.351062,0.093495,1.028654,-0.113311,0.496741,0.893685,1.595394,-0.598962,0.049375,0.040466,1.531703,-0.556360,0.121292
40,2.0513,0.486961,0.444119,-1.351454,0.999890,0.763182,0.770779,-0.429136,0.998163,0.255250,0.757699,-0.388606,0.999063,0.898335,1.074048,-0.278795,0.361921,0.098120,1.000606,-0.253280,0.511590,0.903159,1.589098,-0.652433,0.051300,0.037737,1.511541,-0.810480,0.125112
41,2.0962,0.518159,0.470662,-1.843316,0.999829,0.765069,0.769791,-0.915205,0.998078,0.287431,0.798988,-0.539833,0.997078,0.961068,0.878456,-1.621438,0.417120,0.200608,1.200608,-0.013608,0.473243,0.904223,0.794843,-2.489375,0.139703,0.144776,1.549951,-0.056424,0.126354
42,2.1454,0.530807,0.478485,-1.861455,0.999763,0.769166,0.792632,-0.977273,0.998064,0.310761,0.827359,-0.549901,0.994361,1.082179,0.944376,-1.885745,0.470789,0.223477,1.276558,0.204520,0.436267,0.929677,0.691909,-2.894438,0.223172,0.171649,1.598046,0.468630,0.122741
43,2.1954,0.538202,0.479432,-2.006614,0.999719,0.818311,0.790732,-1.248588,0.997993,0.341768,0.838654,-0.524850,0.991576,1.123388,0.974896,-2.241603,0.518199,0.271851,1.295368,0.298623,0.406032,0.945816,0.612801,-3.210912,0.298840,0.212521,1.604522,0.456982,0.127397
44,2.2515,0.562254,0.478433,-1.534510,0.999678,0.816566,0.748282,-0.901580,0.992512,0.386130,0.858504,-0.459139,0.977869,1.135933,0.669684,-1.377695,0.540677,0.328064,1.276284,-0.277345,0.370280,0.858541,0.449279,-1.230700,0.322210,0.280500,1.525712,-0.668856,0.122725
45,2.3008,0.571214,0.477607,-1.552581,0.999633,0.813145,0.763451,-0.818378,0.992739,0.380183,0.849064,-0.336603,0.977057,1.109353,0.822580,-1.672246,0.580047,0.270958,1.289518,0.060517,0.348042,0.868802,0.495447,-2.518117,0.384490,0.230020,1.655436,-0.186600,0.121231
46,2.3459,0.564481,0.470478,-0.969084,0.999330,0.767839,0.734790,-0.467451,0.993147,0.319586,0.751767,-0.013712,0.977273,1.017367,0.937180,-1.367283,0.615069,0.151045,1.114633,-0.188292,0.343661,0.826429,0.528713,-2.043695,0.445051,0.166416,1.014082,-0.791040,0.173540
47,2.4020,0.443539,0.663001,-0.748048,0.998726,0.666586,0.735825,-0.308239,0.990922,0.265397,0.758793,0.003044,0.973220,0.857741,0.842638,-1.126085,0.642259,0.155520,0.892187,-0.506200,0.360386,0.684832,0.456276,-1.828432,0.487242,0.175737,0.637352,-1.237143,0.217867
48,2.4301,0.448669,0.446110,-0.976894,0.998730,0.676179,0.416866,-0.458333,0.991498,0.296774,0.400209,-0.114970,0.975077,0.863107,0.677114,-1.128893,0.663797,0.220846,0.589297,-0.307659,0.367790,0.706399,0.381913,-1.745843,0.520147,0.304012,0.448567,-0.885381,0.247971
49,2.4682,0.565795,0.447971,-1.095706,0.996655,0.624037,0.473222,-0.511519,0.987260,0.551883,0.444957,-0.882883,0.974289,0.681221,0.464714,-0.190438,0.638214,0.620920,0.345809,-0.840790,0.388232,0.623770,0.303579,-0.003390,0.498673,0.544844,0.289131,-0.726918,0.257234
50,2.5014,0.754570,0.428331,-0.292774,0.985626,0.721025,0.545614,0.130757,0.966232,0.749355,0.512744,-0.589733,0.972233,0.681822,0.294789,0.380966,0.595435,0.711637,0.182575,-0.517227,0.434684,0.562172,0.150757,0.493506,0.470017,0.539014,0.139653,-0.273634,0.307598
51,2.5365,0.814138,0.421492,-0.232227,0.940280,0.863169,0.568744,-0.083185,0.917245,0.873590,0.542306,-0.405057,0.956209,0.732081,0.311495,-0.032722,0.553921,0.770741,0.258868,-0.425252,0.455158,0.584081,0.205899,-0.054845,0.446016,0.558663,0.167296,-0.370514,0.341755
52,2.5668,0.852122,0.437517,-0.164601,0.930330,0.922765,0.576026,-0.248105,0.885174,0.959590,0.566951,-0.003433,0.948838,0.736599,0.352111,-0.348203,0.539227,0.770178,0.203973,0.015923,0.464707,0.579340,0.183148,-0.318320,0.444562,0.552093,0.150379,-0.089820,0.369369
53,2.6021,0.763659,0.489525,-0.259207,0.928519,0.910343,0.570148,-0.365131,0.879972,0.811161,0.573207,0.053757,0.940187,0.678610,0.262378,-0.437603,0.533447,0.704029,0.238298,0.074840,0.457546,0.571330,0.174792,-0.193652,0.432590,0.529936,0.182184,0.019750,0.359763
54,2.6367,0.790266,0.445393,-0.196903,0.922622,0.952350,0.567145,-0.391812,0.849687,0.927555,0.578559,0.073783,0.928759,0.713485,0.182717,-0.563726,0.524560,0.712781,0.161655,0.056166,0.467724,0.555127,0.097517,-0.492929,0.424839,0.493457,0.161151,-0.097682,0.373057
55,2.6682,0.779146,0.556982,-0.199409,0.918192,0.902128,0.609253,-0.487103,0.825251,0.876771,0.613711,0.082652,0.915022,0.724346,0.212505,-0.695790,0.535009,0.759990,0.187368,0.058856,0.482693,0.584704,-0.003675,-0.546980,0.435231,0.561717,-0.010965,-0.164538,0.399080
56,2.7025,0.771814,0.543014,-0.275069,0.921628,0.881570,0.667094,-0.336522,0.816717,0.855584,0.670513,-0.109656,0.914004,0.718431,0.306475,-0.256415,0.497175,0.729927,0.294601,-0.132719,0.516374,0.529246,0.096398,-0.015299,0.409600,0.521930,0.112186,-0.487407,0.441099
57,2.7398,0.742596,0.532009,-1.328808,0.929384,0.870371,0.747327,-0.819420,0.819150,0.552572,0.757209,-0.209285,0.918888,0.995906,0.612455,-1.179682,0.538934,0.352256,0.728001,-0.364184,0.547607,0.762191,0.151874,-1.011953,0.449292,0.387247,0.282951,-0.593638,0.467351
58,2.7696,0.698502,0.533202,-1.512707,0.936434,0.858035,0.831928,-0.952310,0.813626,0.602060,0.754469,-0.180373,0.918730,0.910122,0.898604,-0.985449,0.533189,0.413117,0.821359,0.136402,0.499791,0.721343,0.628627,-0.990929,0.434190,0.495430,0.550198,0.012709,0.436287
59,2.8088,0.679710,0.528836,-1.739710,0.942787,0.855820,0.861578,-1.394369,0.824551,0.552708,0.758528,-0.282918,0.925082,0.632370,1.143118,-1.558893,0.564665,0.370407,0.980644,-0.535451,0.464839,0.304453,0.812578,-1.323309,0.467574,0.303944,0.718868,-1.459441,0.426381
60,2.8368,0.676589,0.509410,-2.223119,0.948507,0.846887,0.899259,-2.059680,0.840133,0.549651,0.794796,-0.621509,0.931476,0.447653,1.280941,-2.250680,0.605023,0.292776,1.083461,-0.956112,0.449235,0.139363,0.796226,-2.004141,0.518129,0.179309,0.722603,-2.014190,0.442679
61,2.8701,0.693826,0.507664,-2.260125,0.953633,0.875810,0.847984,-1.477703,0.835487,0.455656,0.773454,-0.864254,0.935834,0.954583,0.998335,-2.073715,0.612549,0.227182,0.973327,-1.431288,0.471704,0.749621,0.748918,-2.285299,0.518646,0.208868,0.692014,-2.359488,0.460182
62,2.9035,0.719237,0.461384,-2.314105,0.958183,0.875890,0.828440,-1.395140,0.848680,0.359579,0.693405,-0.935098,0.941242,0.912740,1.254623,-2.040607,0.608017,0.117739,0.944463,-1.557168,0.469740,0.706985,0.886916,-2.677629,0.543645,0.140418,0.718664,-2.818605,0.491476
63,2.9420,0.721111,0.378585,-2.195725,0.962060,0.876255,0.818121,-1.322652,0.860730,0.360907,0.685016,-0.656691,0.944433,1.058803,1.105947,-2.423107,0.629929,0.068005,0.985776,-1.335062,0.504042,0.874185,0.753176,-3.254129,0.581585,0.118598,0.664631,-2.728256,0.536828
64,2.9718,0.716272,0.364983,-1.412997,0.965833,0.874366,0.809703,-0.466878,0.874077,0.354576,0.684687,-0.122170,0.949661,1.073607,1.067999,-1.263382,0.654116,0.069472,1.021561,-0.936392,0.551702,0.907974,0.669743,-3.019863,0.621874,0.057847,0.647958,-1.949946,0.580660
65,3.0120,0.688360,0.349691,-0.975373,0.969222,0.872450,0.799860,-0.338651,0.886041,0.335729,0.714763,-0.032335,0.954434,1.088945,1.070812,-1.101065,0.675390,0.026846,1.096280,-0.776344,0.594258,0.866409,0.590233,-1.724015,0.658642,0.028336,0.636363,-1.820861,0.621396
66,3.0393,0.677883,0.336350,-0.763109,0.972242,0.878052,0.791302,-0.203936,0.896771,0.344216,0.730241,0.145546,0.958724,1.166618,1.041500,-0.983762,0.697117,0.069286,1.116404,-0.586138,0.633336,0.931963,0.631332,-1.523650,0.690612,0.037002,0.628543,-1.735104,0.658608
67,3.0738,0.649449,0.326440,-1.137645,0.974971,0.988130,0.786577,-0.538559,0.905967,0.352144,0.754501,-0.009592,0.962118,1.182462,1.142983,-1.547806,0.714958,0.023333,1.118692,-0.715349,0.666496,0.922023,0.608181,-2.147570,0.720680,0.029674,0.625113,-2.107386,0.691896
68,3.1082,0.639347,0.329981,-0.979782,0.977433,0.980440,0.743461,-0.449270,0.915095,0.337525,0.752670,0.102311,0.965623,1.149268,1.121050,-1.250447,0.739420,0.015914,1.059954,-0.627813,0.698582,0.874983,0.573151,-1.689049,0.748172,0.053121,0.529822,-2.084034,0.721622
69,3.1434,0.635534,0.337533,-1.136613,0.979566,0.954488,0.743538,-0.679967,0.922834,0.329567,0.752351,0.033504,0.968167,1.104230,1.234483,-1.563136,0.753906,0.028281,1.110603,-0.643980,0.722381,0.852957,0.570013,-1.979693,0.772767,0.060211,0.574752,-2.072310,0.747514
70,3.1746,0.636550,0.325994,-1.157545,0.981578,0.950686,0.745122,-0.621382,0.929948,0.330497,0.750462,-0.041607,0.970246,1.090256,1.342459,-1.515491,0.759016,0.023388,1.169552,-0.900271,0.742353,0.842513,0.682561,-2.074003,0.795187,0.071313,0.620325,-2.214424,0.771171
71,3.2120,0.625995,0.301223,-1.339761,0.983410,0.955562,0.772989,-0.631537,0.936283,0.330094,0.750303,-0.179190,0.972446,1.079560,1.402588,-1.653856,0.742820,0.000106,1.197819,-1.335675,0.762130,0.851748,0.761909,-2.548665,0.814203,0.075606,0.628209,-2.920266,0.793137
72,3.2412,0.608019,0.294832,-1.229804,0.985062,0.962734,0.777065,-0.398348,0.942495,0.339557,0.749428,-0.176890,0.975099,1.144565,1.482319,-0.870371,0.731895,0.029365,1.232293,-1.109000,0.781920,0.972093,1.432219,-1.467884,0.811179,0.076571,0.665073,-2.579977,0.812902
73,3.2763,0.600507,0.300446,-1.072282,0.986542,0.955489,0.772104,-0.427773,0.947854,0.344590,0.731349,-0.080746,0.977249,1.067132,1.371609,-1.046691,0.746531,0.073370,1.208048,-1.024618,0.787805,0.764241,0.899556,-1.753363,0.829636,0.120505,0.715719,-2.383524,0.830597
74,3.3099,0.584292,0.298822,-1.180610,0.987867,0.951119,0.774014,-0.500207,0.952468,0.348370,0.731387,-0.094553,0.979045,1.058529,1.366827,-1.263938,0.744505,0.130871,1.252474,-1.053276,0.785533,0.724948,0.838294,-2.094800,0.844841,0.172198,0.744810,-2.575130,0.846303
75,3.3447,0.568443,0.295286,-1.313255,0.989073,0.949746,0.791567,-0.648986,0.956782,0.346165,0.730580,-0.081528,0.980425,0.999881,1.374705,-1.709688,0.747778,0.076951,1.242626,-0.961627,0.764837,0.697802,0.782415,-2.535397,0.859878,0.120788,1.005471,-2.452006,0.850262
76,3.3812,0.565531,0.294100,-1.244725,0.990147,0.946784,0.790855,-0.644085,0.960325,0.342318,0.736486,-0.089775,0.981458,0.966347,1.403242,-1.623672,0.749622,0.084961,1.265333,-1.094022,0.762111,0.667884,0.756784,-2.304196,0.873441,0.124045,0.881630,-2.588835,0.863400
77,3.4124,0.568430,0.290242,-1.187045,0.991127,0.936777,0.789398,-0.566542,0.963874,0.343289,0.732751,-0.127288,0.983114,0.972207,1.284079,-1.553302,0.762600,0.085171,1.225234,-1.050800,0.761163,0.669634,0.703636,-2.207178,0.885065,0.119919,1.110489,-2.487521,0.859727
78,3.4538,0.573095,0.289432,-1.233314,0.992005,0.936014,0.789211,-0.567213,0.966719,0.337681,0.753532,-0.145302,0.984184,1.022545,1.311036,-1.549323,0.760602,0.100400,1.263218,-1.183940,0.763810,0.691838,0.707511,-2.267529,0.895600,0.164059,0.927003,-2.743078,0.872515
79,3.4965,0.574589,0.289768,-1.244874,0.992792,0.941691,0.788173,-0.570302,0.969354,0.338144,0.752888,-0.144702,0.985108,1.034034,1.353771,-1.529004,0.754151,0.152002,1.142719,-1.142098,0.768294,0.703119,0.715788,-2.250235,0.904924,0.148932,0.802270,-2.686043,0.883916
80,3.5369,0.590489,0.290093,-1.647398,0.993476,0.948711,0.788799,-0.883046,0.971246,0.336329,0.778209,-0.296778,0.984432,1.044160,1.446819,-1.929610,0.750859,0.017882,1.145714,-1.221428,0.778908,0.743144,0.742642,-2.739043,0.913903,0.074744,0.682356,-2.642975,0.894365
81,3.5738,0.596355,0.309063,-1.326535,0.994119,0.944296,0.779175,-0.609087,0.973937,0.330015,0.775834,-0.124187,0.985450,1.046129,1.359667,-1.591885,0.766016,0.030619,1.206348,-1.015016,0.781310,0.781948,0.713832,-2.528863,0.922251,0.074373,0.760307,-2.589276,0.903157
82,3.6312,0.596447,0.314416,-1.296631,0.994695,0.943259,0.766663,-0.666011,0.976252,0.331398,0.769411,0.048505,0.986508,1.051222,1.336263,-1.634877,0.781833,0.076845,1.264161,-0.692093,0.789235,0.805687,0.649386,-2.479125,0.929968,0.094725,0.757709,-2.150937,0.912570
83,3.6613,0.588846,0.318234,-1.158727,0.995213,0.913719,0.766707,-0.650349,0.978012,0.329504,0.778781,0.124358,0.987077,1.091042,1.153148,-1.889004,0.779185,0.077961,1.251701,-0.532574,0.786632,0.842390,0.602832,-2.935851,0.936136,0.043997,0.716812,-1.811631,0.917903
84,3.6961,0.593023,0.329326,-1.135338,0.995658,0.882525,0.758289,-0.403889,0.979838,0.313025,0.788510,-0.078712,0.988146,1.144770,0.904507,-1.463138,0.786496,0.213673,1.286729,-0.541007,0.765633,0.897762,0.583553,-2.586187,0.931800,0.200398,1.642068,-1.572887,0.857659
85,3.7476,0.582943,0.379145,-1.437718,0.996072,0.875513,0.773765,-0.518254,0.981361,0.303227,0.822704,-0.106597,0.988724,1.226706,0.889538,-1.486788,0.801081,0.183638,1.322714,0.188711,0.739745,0.913790,0.406523,-2.168137,0.930203,0.184245,1.765613,-0.110150,0.792862
86,3.7771,0.578010,0.416916,-1.715074,0.996381,0.869287,0.800640,-0.692636,0.981166,0.295171,0.854380,-0.325003,0.985217,1.246864,0.928584,-1.506289,0.806691,0.168064,1.361150,0.072831,0.692823,0.948663,0.411496,-2.216999,0.929157,0.171616,1.772906,-0.123612,0.729133
87,3.8118,0.576888,0.438249,-1.694335,0.996658,0.865038,0.807028,-0.675503,0.980051,0.297889,0.857523,-0.366917,0.974679,1.222094,0.960843,-1.545634,0.812725,0.167105,1.332401,-0.251734,0.632842,0.941332,0.408985,-2.224300,0.925414,0.193068,1.538468,-0.745467,0.662928
