frame_index,timestamp,nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility
14,0.7356,0.696697,0.514779,-0.920017,0.999493,0.892218,0.756863,-0.517635,0.986126,0.656771,0.761167,0.112186,0.994000,0.959035,1.075687,-0.805268,0.606901,0.613408,1.056775,0.139233,0.174061,0.768341,1.095702,-1.162932,0.189358,0.574232,1.131031,-0.445048,0.090238
15,0.7892,0.718593,0.497600,-0.968658,0.999529,0.902034,0.756353,-0.529915,0.979359,0.663451,0.749915,0.100993,0.992509,0.923967,1.032449,-0.865964,0.589026,0.623305,1.013425,0.043781,0.162882,0.731835,0.977355,-1.212880,0.198317,0.582239,1.076353,-0.552258,0.089605
16,0.8355,0.732922,0.488642,-0.952688,0.999559,0.908430,0.754376,-0.529999,0.969340,0.674885,0.742412,0.102146,0.989702,0.908730,1.009438,-0.877322,0.566571,0.625909,0.934247,-0.016391,0.153430,0.725448,0.930650,-1.189325,0.202748,0.596361,0.986123,-0.647876,0.089355
17,0.9061,0.745095,0.483832,-0.923762,0.999576,0.922544,0.736297,-0.506446,0.958581,0.682407,0.737994,0.128496,0.986152,0.905408,0.961527,-0.873376,0.547936,0.619478,0.910127,-0.064668,0.145977,0.724980,0.881215,-1.195244,0.209141,0.594071,0.942174,-0.794535,0.091012
18,0.9498,0.788413,0.477777,-0.911718,0.999572,0.961410,0.705232,-0.334394,0.956325,0.706245,0.726626,0.057640,0.986260,0.977830,0.958257,-0.576714,0.544312,0.623116,0.931698,-0.032732,0.163795,0.760480,0.912280,-1.015912,0.230025,0.585489,0.997353,-0.691028,0.129637
19,1.0062,0.806123,0.468815,-0.902365,0.999597,0.972001,0.701406,-0.340567,0.951947,0.717323,0.726844,0.016853,0.986491,0.991125,0.975189,-0.577086,0.527840,0.625138,0.931027,-0.166726,0.182800,0.777705,0.945658,-0.973030,0.236424,0.583046,0.945898,-0.910550,0.171145
20,1.0678,0.823180,0.461164,-0.901314,0.999620,0.980991,0.705720,-0.221136,0.949111,0.713760,0.724768,-0.080912,0.987004,1.004997,0.960186,-0.483628,0.509439,0.623869,0.940969,-0.227960,0.220443,0.834622,0.930278,-0.989067,0.239419,0.596796,0.990352,-0.850135,0.208126
21,1.1121,0.827457,0.462090,-0.829958,0.999641,0.979204,0.708955,-0.293731,0.948742,0.729330,0.717115,-0.031701,0.987524,0.996166,0.975297,-0.545885,0.504299,0.636777,0.942523,-0.155400,0.237045,0.791823,0.942584,-0.944360,0.251697,0.606904,1.014575,-0.759153,0.229104
22,1.1654,0.836596,0.463959,-0.757970,0.999651,0.985761,0.710953,-0.342903,0.951166,0.740847,0.713139,-0.011017,0.988223,0.992988,1.074590,-0.534445,0.510698,0.641784,0.971986,-0.136839,0.255422,0.791648,1.069162,-0.731504,0.253244,0.632983,0.976857,-0.819322,0.250963
23,1.2484,0.879693,0.465586,-0.803495,0.999596,1.003896,0.715003,-0.423263,0.955424,0.799231,0.710073,0.056516,0.989283,1.068019,1.108711,-0.538895,0.540216,0.691954,0.952483,0.157309,0.295890,0.881473,1.181128,-0.726562,0.244777,0.673802,1.018575,-0.364919,0.261390
24,1.3133,0.892739,0.466170,-0.883456,0.999489,1.098856,0.722882,-0.406171,0.958809,0.801854,0.709120,-0.026072,0.990180,1.125013,1.105136,-0.430243,0.539268,0.692671,0.949215,-0.109228,0.346677,1.043257,1.327731,-0.716697,0.227042,0.680606,1.024745,-0.874571,0.297116
25,1.3540,0.897363,0.466897,-0.887765,0.999427,1.116688,0.727725,-0.406269,0.962239,0.810454,0.709178,-0.007042,0.990938,1.124900,1.106622,-0.473336,0.540801,0.691518,0.948666,-0.117774,0.387492,1.010318,1.297339,-0.742131,0.211818,0.706245,1.006584,-0.904286,0.314631
26,1.4052,0.919490,0.467500,-0.892104,0.999368,1.141842,0.744142,-0.404802,0.965207,0.822778,0.709854,-0.002734,0.991516,1.150871,1.111806,-0.477377,0.543944,0.716185,0.932498,-0.159522,0.420550,1.064967,1.355305,-0.746538,0.199650,0.699534,0.993228,-0.974018,0.322951
27,1.4555,0.927614,0.468024,-0.897550,0.999262,1.129750,0.745244,-0.324379,0.967491,0.822653,0.713833,-0.066040,0.991927,1.127903,1.106464,-0.436153,0.540224,0.711651,0.934677,-0.162526,0.445215,0.991082,1.293163,-0.779597,0.193087,0.689159,1.079955,-0.874856,0.317845
28,1.5053,0.918872,0.470551,-0.898636,0.999077,1.124663,0.745159,-0.339733,0.969653,0.824898,0.714264,-0.040143,0.992398,1.109368,1.103247,-0.460910,0.540860,0.720343,0.935678,-0.033281,0.461840,0.965927,1.266815,-0.881274,0.185601,0.691049,1.149927,-0.630229,0.304959
29,1.5601,0.918756,0.475331,-0.898185,0.998965,1.131111,0.744822,-0.354498,0.971838,0.830069,0.714316,-0.053899,0.992820,1.115436,1.100971,-0.462519,0.532664,0.721845,0.937551,-0.090515,0.475641,0.972054,1.248622,-0.831816,0.176292,0.686312,1.138749,-0.731907,0.292921
30,1.6138,0.915749,0.476076,-0.833479,0.998927,1.118121,0.750827,-0.487605,0.973540,0.833949,0.714472,0.069094,0.993184,1.088957,1.121330,-0.625644,0.529964,0.716395,0.938728,0.054682,0.470481,0.920669,1.242479,-0.818810,0.170565,0.681960,1.145954,-0.577321,0.275870
31,1.6729,0.912992,0.476479,-0.794499,0.998846,1.051348,0.746816,-0.493298,0.973374,0.832672,0.714939,0.094121,0.993241,1.035290,1.115987,-0.653480,0.519755,0.712217,0.939618,0.059418,0.453866,0.849697,1.069621,-0.771356,0.167398,0.658540,1.137459,-0.568618,0.260598
32,1.7529,0.909328,0.476597,-0.772460,0.998842,1.021250,0.744122,-0.476823,0.974558,0.832826,0.711616,0.146233,0.993445,1.021294,1.103597,-0.672208,0.530626,0.709996,0.939967,0.123835,0.443330,0.818220,1.030811,-0.825629,0.177521,0.637477,1.084621,-0.489363,0.250918
33,1.8069,0.906911,0.476672,-0.773962,0.998820,1.016316,0.736330,-0.467347,0.975848,0.830605,0.708561,0.136367,0.993568,1.021654,1.078360,-0.679433,0.535843,0.708369,0.940411,0.066868,0.442035,0.809568,1.000931,-0.854360,0.191366,0.634675,1.069025,-0.572673,0.248709
34,1.8526,0.905371,0.476511,-0.778692,0.998739,1.009325,0.733192,-0.462631,0.976971,0.829358,0.708756,0.120853,0.993639,1.027276,1.074210,-0.694065,0.539037,0.707595,0.940857,0.150757,0.434179,0.828884,1.043143,-1.019716,0.190364,0.635452,1.107527,-0.396330,0.236700
35,1.9030,0.904769,0.476395,-0.785355,0.998563,0.997422,0.733194,-0.458806,0.977597,0.828221,0.707204,0.107143,0.993657,1.021639,1.078929,-0.682538,0.535696,0.707353,0.941084,0.157070,0.421387,0.831827,1.082694,-0.937050,0.180798,0.637272,1.118769,-0.368309,0.221534
36,1.9582,0.901008,0.476384,-0.712662,0.998597,1.003106,0.727792,-0.466981,0.978693,0.827797,0.707125,0.185867,0.993991,1.012704,1.057568,-0.665755,0.532543,0.707848,0.944607,0.199530,0.419126,0.812039,1.028864,-0.792742,0.184092,0.638427,1.157819,-0.342699,0.214814
37,2.0069,0.899076,0.476411,-0.695258,0.998664,1.002441,0.724873,-0.472826,0.979614,0.828094,0.706567,0.228656,0.994231,0.995810,1.045164,-0.659895,0.535682,0.707705,0.945628,0.190647,0.420160,0.789769,1.012501,-0.721661,0.190352,0.631411,1.123247,-0.411688,0.212684
38,2.0508,0.897925,0.476440,-0.713823,0.998512,1.004892,0.716622,-0.434577,0.980457,0.827646,0.706192,0.184769,0.994333,1.002711,1.042388,-0.624035,0.526576,0.707988,0.945807,0.176055,0.423527,0.804872,1.055147,-0.746772,0.182951,0.631242,1.129133,-0.340929,0.206829
39,2.1057,0.897732,0.476756,-0.688023,0.998429,1.002725,0.716674,-0.429172,0.981582,0.827537,0.706244,0.170391,0.994605,1.004629,1.045081,-0.622026,0.517590,0.712218,0.946123,0.219564,0.421474,0.812453,1.077371,-0.749915,0.175776,0.631226,1.165270,-0.200926,0.197966
40,2.1551,0.896471,0.477102,-0.666049,0.998479,0.999828,0.713957,-0.436499,0.982513,0.828427,0.706417,0.197199,0.994812,0.997613,1.039200,-0.637904,0.519801,0.714051,0.946239,0.195580,0.410618,0.795647,1.021252,-0.762952,0.178430,0.645910,1.155809,-0.312565,0.188849
41,2.2068,0.892915,0.477134,-0.635767,0.998571,0.992076,0.713137,-0.442644,0.983723,0.828395,0.705205,0.233694,0.994988,0.966251,1.040341,-0.637758,0.528864,0.714156,0.946835,0.197338,0.386844,0.759367,1.010091,-0.701807,0.186636,0.659228,1.150589,-0.346679,0.176332
42,2.2538,0.889345,0.477109,-0.620245,0.998589,0.989070,0.711266,-0.439530,0.984440,0.828222,0.705220,0.240895,0.995121,0.972570,1.029584,-0.640554,0.531188,0.714340,0.947924,0.258320,0.377807,0.772867,1.007061,-0.709772,0.186774,0.658083,1.147994,-0.203790,0.169039
43,2.3034,0.884748,0.477331,-0.645178,0.998499,0.987583,0.710707,-0.432615,0.985136,0.828183,0.704437,0.218965,0.995298,0.972019,1.031220,-0.599518,0.525551,0.714564,0.947999,0.241338,0.373870,0.778363,1.047455,-0.718971,0.182198,0.649178,1.147251,-0.220687,0.163730
44,2.3524,0.881714,0.477354,-0.631363,0.998414,0.987838,0.710796,-0.432403,0.986017,0.827800,0.707062,0.209299,0.995431,0.985466,1.035502,-0.580159,0.518261,0.714098,0.949768,0.229031,0.372566,0.837099,1.175972,-0.714903,0.169982,0.635732,1.158125,-0.227273,0.155073
45,2.4028,0.878504,0.477252,-0.586844,0.998347,0.988748,0.709544,-0.441492,0.986538,0.827756,0.709515,0.234213,0.995506,0.984989,1.036795,-0.588626,0.502053,0.712714,0.956633,0.268141,0.362854,0.833385,1.147192,-0.666436,0.158614,0.636403,1.186486,-0.156603,0.145991
46,2.4526,0.877759,0.477190,-0.568171,0.998292,0.988973,0.708022,-0.442947,0.987144,0.827650,0.710416,0.244855,0.995511,0.973918,1.037557,-0.607288,0.497854,0.712529,0.960527,0.299132,0.354475,0.801254,1.132073,-0.673283,0.151880,0.632962,1.183546,-0.090953,0.138471
47,2.5025,0.876031,0.477088,-0.582317,0.998146,0.989498,0.707014,-0.443750,0.987340,0.826829,0.710417,0.231909,0.995532,0.971526,1.037673,-0.607552,0.485163,0.711436,0.965364,0.276585,0.344831,0.784208,1.099596,-0.684998,0.147003,0.625977,1.192891,-0.078881,0.132148
48,2.5623,0.875836,0.476990,-0.540388,0.998170,0.989483,0.706432,-0.440121,0.988053,0.826751,0.714574,0.226845,0.995689,0.977923,1.038042,-0.588244,0.484723,0.711292,0.971622,0.172231,0.351532,0.791112,1.111333,-0.620484,0.141490,0.620573,1.108703,-0.340947,0.136176
49,2.6298,0.875703,0.476950,-0.541581,0.998236,0.987357,0.706300,-0.438840,0.988752,0.826695,0.714850,0.188491,0.995940,0.991852,1.038457,-0.554278,0.483018,0.709956,0.967940,0.145529,0.361862,0.823322,1.156298,-0.606957,0.133416,0.621130,1.116695,-0.353001,0.134742
50,2.6941,0.875694,0.477328,-0.564257,0.998330,0.987689,0.706269,-0.416240,0.989540,0.826415,0.714816,0.182402,0.996181,1.012104,1.050883,-0.508197,0.482787,0.707230,0.964037,0.127237,0.375999,0.861325,1.214230,-0.568356,0.125652,0.617249,1.097779,-0.381910,0.137292
51,2.7370,0.875751,0.478805,-0.579415,0.998336,0.987886,0.705319,-0.397317,0.990138,0.825954,0.714477,0.169573,0.996376,1.018865,1.048829,-0.499063,0.486431,0.705341,0.961922,0.134871,0.395150,0.859876,1.193151,-0.601910,0.120335,0.618464,1.103988,-0.357531,0.141647
52,2.7864,0.877109,0.479587,-0.782227,0.998300,0.988124,0.704430,-0.346903,0.990704,0.823927,0.711850,-0.008125,0.996635,1.053986,1.054913,-0.392920,0.486339,0.702712,0.957613,-0.003714,0.429449,0.927494,1.222980,-0.619858,0.112731,0.635877,1.116510,-0.522280,0.149461
53,2.8398,0.877139,0.481287,-0.759433,0.998154,0.989651,0.700162,-0.351161,0.991081,0.823142,0.709310,0.010217,0.996793,1.061535,1.055974,-0.453284,0.487419,0.702633,0.954882,-0.008640,0.451290,0.925128,1.208327,-0.734843,0.107684,0.642538,1.119624,-0.533578,0.154890
54,2.9064,0.876845,0.483126,-0.720754,0.998261,0.989764,0.700122,-0.365394,0.991544,0.823130,0.706433,0.070184,0.996946,1.052088,1.056724,-0.468049,0.494139,0.693973,0.927642,-0.090692,0.485101,0.921037,1.220496,-0.605155,0.112789,0.639626,0.851441,-0.858913,0.223634
55,2.9573,0.876772,0.487954,-0.716539,0.998294,0.989732,0.701945,-0.375367,0.991896,0.826421,0.706275,0.081850,0.997112,1.046407,1.061915,-0.459108,0.493866,0.697524,0.929623,0.107066,0.489487,0.917109,1.218176,-0.529700,0.105269,0.644942,1.075001,-0.321089,0.209663
56,3.0058,0.876247,0.490547,-0.679539,0.998358,0.987584,0.704266,-0.379910,0.991679,0.825452,0.706253,0.111183,0.997162,0.994437,1.055007,-0.472146,0.481465,0.696621,0.931810,0.187135,0.490226,0.840289,1.189697,-0.574042,0.100819,0.629682,1.138878,-0.166502,0.201815
57,3.0555,0.875829,0.492493,-0.670668,0.998301,0.987684,0.703932,-0.382706,0.991635,0.825087,0.706597,0.136362,0.997183,1.010318,1.050129,-0.521021,0.477828,0.698359,0.938294,0.234119,0.497069,0.867930,1.197964,-0.752055,0.096851,0.626253,1.187148,-0.130982,0.196475
58,3.1049,0.875497,0.492619,-0.670176,0.998303,0.984190,0.705778,-0.380127,0.990643,0.823314,0.708246,0.128093,0.997134,0.985558,1.046487,-0.514387,0.463112,0.697378,0.943737,0.196287,0.492320,0.817884,1.131781,-0.711707,0.093352,0.626574,1.196183,-0.170714,0.190746
59,3.1555,0.875046,0.489923,-0.729350,0.998329,0.984263,0.707210,-0.356347,0.990330,0.816380,0.711099,0.050874,0.997132,0.990076,1.050151,-0.468406,0.457088,0.697680,0.954050,0.115232,0.500663,0.821945,1.137864,-0.694426,0.091332,0.628099,1.199540,-0.250054,0.190731
60,3.2026,0.872757,0.489891,-0.717550,0.998320,0.984989,0.707201,-0.359930,0.990664,0.815873,0.711225,0.053123,0.997204,1.000853,1.052184,-0.481698,0.462113,0.700150,0.953793,0.156073,0.510084,0.841593,1.180750,-0.731193,0.090004,0.628231,1.191294,-0.245964,0.187976
61,3.2515,0.871708,0.489775,-0.738929,0.998315,0.986428,0.708930,-0.362799,0.990656,0.814702,0.711542,0.071060,0.997217,1.017017,1.056173,-0.526529,0.469624,0.702424,0.953861,0.118323,0.520726,0.849421,1.180357,-0.817057,0.090680,0.628335,1.183681,-0.370723,0.191315
62,3.3087,0.871270,0.488422,-0.737409,0.998258,0.986980,0.712107,-0.380161,0.990283,0.813525,0.711547,0.097893,0.997170,1.024704,1.056256,-0.622731,0.475378,0.699762,0.953851,0.186230,0.529653,0.850172,1.151688,-0.959920,0.091829,0.624356,1.179650,-0.278766,0.193228
63,3.3550,0.870303,0.487365,-0.722740,0.998265,0.991464,0.711622,-0.415124,0.990118,0.813615,0.712385,0.145760,0.997110,1.021020,1.055930,-0.631148,0.479090,0.699958,0.955648,0.175494,0.529664,0.828429,1.124113,-0.868552,0.095696,0.614100,1.174012,-0.341970,0.193764
64,3.4060,0.869779,0.486289,-0.736333,0.998217,0.994497,0.711598,-0.415365,0.989322,0.813007,0.713091,0.142030,0.996848,1.040887,1.060979,-0.607178,0.476949,0.698219,0.958762,0.173208,0.537521,0.871508,1.176381,-0.876390,0.093643,0.591187,1.144321,-0.341404,0.195952
65,3.4552,0.869588,0.485971,-0.725877,0.998244,0.995032,0.711577,-0.413165,0.989473,0.813064,0.713134,0.132997,0.996870,1.039345,1.062212,-0.601776,0.473396,0.698270,0.959343,0.176785,0.548869,0.892838,1.240501,-0.851135,0.090153,0.595171,1.161588,-0.254413,0.195493
66,3.5041,0.869223,0.485202,-0.723968,0.998279,0.994845,0.711342,-0.411455,0.989269,0.813089,0.713201,0.132530,0.996917,1.038604,1.059285,-0.591168,0.476062,0.698300,0.959681,0.184272,0.559878,0.884419,1.213495,-0.847648,0.090622,0.595895,1.161240,-0.255441,0.200996
67,3.5547,0.868913,0.483967,-0.685691,0.998320,0.994825,0.709451,-0.411322,0.989121,0.813343,0.713268,0.148189,0.996976,1.028002,1.043150,-0.593977,0.474197,0.700786,0.961586,0.227741,0.565911,0.858700,1.158137,-0.866961,0.093123,0.599852,1.186088,-0.167363,0.207250
68,3.6038,0.868722,0.482433,-0.585491,0.998409,0.985972,0.708065,-0.400164,0.989498,0.813489,0.713366,0.194076,0.997085,1.011072,1.038669,-0.564401,0.468409,0.703943,0.961931,0.251319,0.549442,0.855793,1.175297,-0.736655,0.090497,0.603847,1.205598,-0.108930,0.198807
69,3.6530,0.868053,0.482270,-0.596863,0.998377,0.987766,0.710545,-0.392780,0.989544,0.812221,0.713434,0.132666,0.997135,1.046087,1.060283,-0.494213,0.457393,0.704546,0.963580,0.248360,0.551315,0.944085,1.326534,-0.730451,0.084426,0.612821,1.221394,-0.170472,0.193226
70,3.7053,0.866944,0.482814,-0.623264,0.998443,0.989044,0.712092,-0.430090,0.989675,0.812317,0.715586,0.149471,0.997130,1.042967,1.078515,-0.523186,0.457506,0.705613,0.973033,0.229775,0.550880,0.922477,1.291878,-0.706936,0.082623,0.612197,1.215850,-0.191122,0.192010
71,3.7561,0.866383,0.482810,-0.606165,0.998475,0.990524,0.709845,-0.426977,0.989399,0.812709,0.718781,0.165950,0.997128,1.018604,1.069089,-0.562993,0.451965,0.707399,0.976402,0.233526,0.536531,0.848571,1.175245,-0.720705,0.082112,0.616118,1.239160,-0.136433,0.185603
72,3.8057,0.865861,0.482408,-0.571137,0.998498,0.991440,0.708772,-0.434188,0.989310,0.812740,0.720648,0.212506,0.997065,1.003608,1.054249,-0.591936,0.445551,0.707686,0.977995,0.288468,0.516133,0.838066,1.177620,-0.730730,0.080996,0.618036,1.249363,-0.063358,0.176174
73,3.8573,0.865418,0.482208,-0.534813,0.998533,0.994710,0.708084,-0.432924,0.988539,0.812888,0.724238,0.238785,0.996968,0.990528,1.039476,-0.613581,0.435457,0.710835,0.980761,0.302925,0.494990,0.817050,1.123347,-0.735747,0.081160,0.620023,1.254750,-0.040843,0.169456
74,3.9059,0.865117,0.481570,-0.539788,0.998573,0.996722,0.703914,-0.437932,0.988765,0.813307,0.724772,0.252010,0.996976,0.993647,1.019732,-0.686220,0.434279,0.712819,0.980480,0.321856,0.479662,0.823621,1.139841,-0.919567,0.081994,0.624408,1.260657,-0.030277,0.163409
75,3.9534,0.864345,0.481562,-0.560713,0.998554,1.002258,0.698032,-0.435503,0.988980,0.813354,0.724716,0.231520,0.996971,1.014278,1.019639,-0.651332,0.432087,0.712079,0.978238,0.314697,0.474947,0.859208,1.186040,-0.890369,0.080158,0.625609,1.252892,-0.047494,0.159859
76,4.0001,0.863897,0.481616,-0.568588,0.998508,1.004947,0.696108,-0.412932,0.988943,0.812863,0.724775,0.211952,0.997013,1.015456,1.015657,-0.578973,0.424887,0.711373,0.978089,0.295577,0.472697,0.864662,1.186018,-0.775056,0.077610,0.629452,1.249193,-0.074671,0.157963
77,4.0500,0.863603,0.481526,-0.569918,0.998460,1.006860,0.691981,-0.390149,0.988887,0.812103,0.724226,0.173803,0.997066,1.021512,1.008755,-0.569447,0.419139,0.710809,0.976137,0.254164,0.477481,0.879515,1.178969,-0.812295,0.075889,0.629651,1.246874,-0.098342,0.159347
78,4.1001,0.863035,0.481390,-0.577193,0.998421,1.006664,0.689333,-0.386850,0.988608,0.811533,0.723426,0.185670,0.997023,1.015007,0.995527,-0.573217,0.414124,0.710748,0.974901,0.260336,0.470991,0.863890,1.144669,-0.839884,0.076787,0.627550,1.244975,-0.098074,0.159439
79,4.1502,0.862294,0.480580,-0.577685,0.998425,1.006538,0.686432,-0.389154,0.988583,0.811108,0.723346,0.183627,0.997063,1.015202,0.986783,-0.599808,0.411674,0.709828,0.974479,0.257427,0.472384,0.863468,1.126464,-0.888733,0.076954,0.624355,1.241081,-0.104890,0.161867
80,4.2003,0.861743,0.480258,-0.594196,0.998472,1.006615,0.685400,-0.390800,0.988979,0.809789,0.723272,0.182030,0.997156,1.020960,0.991015,-0.606091,0.413016,0.708369,0.974415,0.257365,0.478083,0.873951,1.132845,-0.917586,0.077726,0.622986,1.241334,-0.107481,0.163886
81,4.2494,0.861492,0.480450,-0.621739,0.998482,1.006548,0.684714,-0.372318,0.988997,0.808434,0.723148,0.141323,0.997193,1.039481,0.964113,-0.627990,0.423132,0.708371,0.974539,0.211142,0.490069,0.882622,1.040970,-1.000057,0.086922,0.623750,1.235972,-0.178206,0.178545
82,4.2987,0.861325,0.480667,-0.626684,0.998486,1.006506,0.684350,-0.365343,0.988954,0.806696,0.723112,0.142797,0.997191,1.038721,0.949675,-0.637684,0.432853,0.708283,0.974578,0.210119,0.493430,0.876373,0.992426,-0.986711,0.096502,0.624970,1.235178,-0.175267,0.185544
83,4.3488,0.861242,0.481751,-0.673354,0.998495,1.004102,0.684489,-0.348409,0.989012,0.804878,0.722984,0.124332,0.997164,1.043999,0.955029,-0.558980,0.429275,0.707690,0.974510,0.196143,0.494783,0.888480,1.075158,-0.937577,0.096186,0.626424,1.235035,-0.206725,0.188917
84,4.3988,0.860676,0.481820,-0.661486,0.998521,0.998082,0.685399,-0.376751,0.989371,0.804545,0.722960,0.158563,0.997174,1.030218,0.973778,-0.568238,0.432239,0.707389,0.974382,0.242439,0.490120,0.872607,1.136416,-0.869545,0.096851,0.626475,1.236388,-0.170721,0.184906
85,4.4506,0.860539,0.481818,-0.663160,0.998570,0.994445,0.689474,-0.391365,0.989761,0.804040,0.722103,0.165070,0.997224,1.021602,1.008582,-0.547448,0.433490,0.706452,0.973239,0.250511,0.485401,0.872571,1.217283,-0.777745,0.095656,0.624848,1.235789,-0.167384,0.181292
86,4.4997,0.860239,0.482224,-0.638209,0.998613,0.993221,0.693588,-0.414523,0.989679,0.804236,0.721597,0.202785,0.997237,1.006083,1.026310,-0.556960,0.434257,0.706435,0.973199,0.278294,0.474678,0.845910,1.195203,-0.735445,0.096348,0.619138,1.232192,-0.109093,0.177175
87,4.5469,0.872065,0.483141,-0.686975,0.998674,0.999220,0.691888,-0.327774,0.989673,0.804263,0.719382,0.091044,0.997326,1.041609,1.040393,-0.390074,0.423822,0.706420,0.969760,0.152761,0.495334,0.941748,1.297459,-0.648568,0.092039,0.619208,1.226910,-0.281173,0.191996
88,4.5978,0.890609,0.483478,-0.796103,0.998562,1.074186,0.700932,-0.272569,0.988060,0.805608,0.718149,-0.054623,0.997073,1.111030,1.036175,-0.289555,0.404975,0.706643,0.970640,-0.009539,0.519281,1.051697,1.297447,-0.610670,0.085277,0.623892,1.223558,-0.484160,0.206386
