frame_index,timestamp,nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility
11,0.5682,0.501122,0.444988,-1.567850,0.999568,0.707066,0.724384,-0.448711,0.990378,0.264410,0.689117,-0.571692,0.986519,0.798986,1.178068,-0.357469,0.448327,0.112349,1.052805,-0.412045,0.370863,0.821046,1.515041,-0.802644,0.167274,0.129891,1.413422,-1.017000,0.175171
12,0.6257,0.505399,0.459699,-1.685289,0.999533,0.707513,0.727824,-0.569537,0.990177,0.265914,0.698832,-0.690188,0.987318,0.792814,1.176000,-0.415544,0.431000,0.114521,1.055184,-0.558290,0.388492,0.819919,1.508891,-0.865768,0.155419,0.130791,1.397486,-1.103583,0.173273
13,0.6758,0.504718,0.497670,-1.838731,0.999536,0.697710,0.728359,-0.816969,0.990799,0.285358,0.699215,-0.843574,0.988437,0.782810,1.164633,-0.645610,0.440509,0.133479,1.032100,-0.694472,0.412306,0.817255,1.510462,-1.013567,0.148395,0.110295,1.426159,-1.129197,0.170742
14,0.7191,0.503923,0.489779,-1.715160,0.999522,0.693298,0.723785,-0.736551,0.991253,0.291350,0.696965,-0.762323,0.989407,0.780186,1.148730,-0.595411,0.445212,0.155100,1.019024,-0.638577,0.428017,0.819341,1.507520,-0.980404,0.142105,0.112837,1.424362,-1.068130,0.167684
15,0.7689,0.503782,0.491364,-1.539676,0.999508,0.689675,0.723886,-0.604417,0.991711,0.291620,0.709321,-0.685400,0.990179,0.782285,1.146997,-0.454286,0.446700,0.172410,1.019460,-0.536186,0.433263,0.822562,1.505382,-0.857704,0.136814,0.113278,1.450253,-0.971093,0.161837
16,0.8196,0.500098,0.492181,-1.392401,0.999503,0.688909,0.724539,-0.495408,0.992208,0.291661,0.723732,-0.555006,0.990951,0.784458,1.146245,-0.354764,0.445786,0.187539,1.019530,-0.402312,0.433565,0.823911,1.504734,-0.757401,0.131334,0.116319,1.461668,-0.848805,0.156097
17,0.8694,0.496368,0.493442,-1.452555,0.999494,0.686227,0.724176,-0.527227,0.992594,0.295603,0.724554,-0.566320,0.991545,0.766955,1.029537,-0.386136,0.450730,0.199370,1.016186,-0.444608,0.431830,0.824628,1.488560,-0.820944,0.128993,0.123783,1.439494,-0.903564,0.150363
18,0.9192,0.487778,0.491399,-1.266175,0.999480,0.684456,0.723652,-0.413993,0.992959,0.297275,0.726279,-0.394766,0.992028,0.761574,1.003582,-0.311786,0.453971,0.200734,1.016360,-0.284731,0.430202,0.826229,1.464006,-0.731643,0.127435,0.135951,1.422103,-0.778275,0.146635
19,0.9684,0.483764,0.490413,-1.076182,0.999442,0.668735,0.721711,-0.244597,0.993008,0.301563,0.725745,-0.267030,0.992292,0.766180,1.034515,-0.491773,0.461181,0.218812,1.016289,-0.235240,0.435143,0.710141,0.867829,-1.252537,0.159331,0.168526,1.419111,-0.689095,0.150998
20,1.0182,0.481657,0.489750,-1.133761,0.999380,0.666517,0.726253,-0.313135,0.993000,0.302418,0.726743,-0.317788,0.992597,0.741545,1.015363,-0.285733,0.455154,0.224616,1.016002,-0.241907,0.433195,0.747773,1.224208,-0.762598,0.153246,0.171397,1.418225,-0.728299,0.145942
21,1.0669,0.480498,0.490178,-1.108617,0.999385,0.662667,0.730979,-0.320463,0.993280,0.302460,0.728178,-0.332083,0.992946,0.745566,1.074225,-0.266922,0.454691,0.227609,1.014530,-0.245517,0.433015,0.761837,1.400560,-0.688097,0.148709,0.172145,1.414695,-0.693427,0.140980
22,1.1162,0.479337,0.489574,-1.154122,0.999333,0.662670,0.731344,-0.353805,0.993316,0.307971,0.729086,-0.366682,0.992881,0.746868,1.094645,-0.259214,0.455229,0.246920,1.007849,-0.276449,0.419640,0.753523,1.427097,-0.627994,0.146242,0.217587,1.350239,-0.742554,0.134152
23,1.1662,0.477193,0.489185,-1.043141,0.999274,0.659067,0.733672,-0.281925,0.993243,0.309034,0.731174,-0.242762,0.992339,0.745934,1.102965,-0.230587,0.453040,0.247646,0.998666,-0.143818,0.401030,0.750110,1.435139,-0.652703,0.144128,0.218856,1.299474,-0.649499,0.127649
24,1.2212,0.476866,0.488886,-1.089114,0.999284,0.653071,0.733516,-0.302827,0.993545,0.311846,0.728334,-0.299944,0.992642,0.740368,1.102868,-0.192953,0.466067,0.242105,0.976508,-0.210270,0.404745,0.744280,1.431803,-0.562527,0.149164,0.211078,1.277929,-0.698402,0.126428
25,1.2614,0.473965,0.491007,-1.110287,0.999267,0.651115,0.733853,-0.393819,0.993883,0.312078,0.730907,-0.329853,0.992681,0.733210,1.021751,-0.221682,0.488415,0.240734,0.970022,-0.240246,0.400309,0.740008,1.430740,-0.646383,0.156368,0.227919,1.231113,-0.721350,0.124386
26,1.3104,0.474059,0.490733,-0.499300,0.999335,0.649966,0.730664,0.058878,0.994467,0.319514,0.726431,0.046081,0.993367,0.736215,0.972129,-0.410822,0.535691,0.218337,0.947366,-0.489109,0.459336,0.648961,0.988549,-1.203621,0.237844,0.360435,0.958411,-1.269265,0.210981
27,1.3604,0.474232,0.490147,-0.510566,0.999392,0.650941,0.721012,0.099671,0.994965,0.321969,0.718049,0.005886,0.993994,0.750661,0.943924,-0.461057,0.577993,0.179859,0.948755,-0.565046,0.512291,0.655554,0.851218,-1.275326,0.312364,0.390510,0.878019,-1.280060,0.289327
28,1.4107,0.474845,0.489069,-0.521310,0.999443,0.651178,0.726425,0.025640,0.995390,0.321783,0.723494,-0.008860,0.994530,0.761388,0.964253,-0.660717,0.616123,0.159726,0.953159,-0.679012,0.559488,0.640441,0.857504,-1.467451,0.379904,0.354390,0.848407,-1.416286,0.359625
29,1.4604,0.474934,0.487266,-0.672998,0.999498,0.644598,0.709621,0.049001,0.995847,0.321405,0.719994,-0.080558,0.995067,0.762811,0.972868,-0.549008,0.653873,0.153700,0.955955,-0.605217,0.602905,0.663828,0.829721,-1.338626,0.441512,0.353069,0.814858,-1.349332,0.423212
30,1.5126,0.475030,0.491490,-0.640754,0.999548,0.645686,0.696190,0.087786,0.996252,0.321177,0.720195,-0.040237,0.995506,0.779607,0.982185,-0.493567,0.687377,0.156364,0.962175,-0.547112,0.640283,0.670854,0.821452,-1.219785,0.497149,0.343438,0.800063,-1.246294,0.480137
31,1.5606,0.469161,0.480075,-0.595172,0.999592,0.638287,0.698865,-0.005614,0.996624,0.321285,0.720497,0.000240,0.995924,0.794830,0.983565,-0.593592,0.716700,0.158555,0.963105,-0.523304,0.669472,0.731679,0.735831,-1.205722,0.547400,0.337575,0.662863,-1.194349,0.531826
32,1.6102,0.469305,0.472410,-0.445543,0.999633,0.638602,0.696708,0.067988,0.996960,0.324182,0.719577,0.084721,0.996324,0.796436,0.986205,-0.383094,0.742905,0.162218,0.966473,-0.403559,0.698898,0.762414,0.698393,-0.843742,0.592640,0.306457,0.614223,-1.017665,0.578547
33,1.6603,0.470977,0.470623,-0.468958,0.999670,0.639699,0.705009,0.031546,0.997264,0.323943,0.719441,0.075795,0.996686,0.797545,0.990527,-0.413717,0.766651,0.164118,0.975597,-0.392022,0.725727,0.780723,0.680886,-0.938744,0.633356,0.274419,0.610498,-0.977550,0.620606
34,1.7108,0.474447,0.470687,-0.468972,0.999703,0.640056,0.709950,0.033528,0.997537,0.323354,0.719614,0.055723,0.997015,0.795118,0.997639,-0.401281,0.788762,0.165799,0.979866,-0.400187,0.750381,0.794420,0.675263,-0.910178,0.670014,0.244506,0.583101,-1.005045,0.658518
35,1.7606,0.475863,0.468450,-0.490595,0.999732,0.643100,0.711262,0.013435,0.997783,0.324271,0.718229,0.026738,0.997310,0.795106,0.999772,-0.447912,0.808399,0.169254,0.981355,-0.412437,0.768041,0.819087,0.646259,-0.931204,0.703009,0.228564,0.564581,-1.066991,0.692643
36,1.8107,0.478614,0.468519,-0.676146,0.999759,0.646746,0.715637,-0.156244,0.998004,0.325273,0.718249,-0.134767,0.997575,0.796249,1.001439,-0.661790,0.826304,0.173280,0.985984,-0.617648,0.787426,0.830936,0.644354,-1.275781,0.732704,0.209746,0.565255,-1.303257,0.723361
37,1.8607,0.480441,0.468637,-0.792179,0.999783,0.651867,0.723843,-0.271081,0.998203,0.325380,0.718430,-0.233625,0.997813,0.798001,1.006891,-0.828465,0.842538,0.173375,0.991550,-0.735784,0.805320,0.830950,0.648137,-1.489071,0.759430,0.212212,0.573257,-1.430525,0.751012
38,1.9113,0.481391,0.471912,-0.703340,0.999804,0.651690,0.727282,-0.181601,0.998381,0.323542,0.721654,-0.126469,0.998002,0.797576,1.015407,-0.688024,0.857047,0.172774,1.010548,-0.621571,0.818563,0.752940,0.678756,-1.279873,0.783482,0.222058,0.621278,-1.288623,0.775832
39,1.9612,0.478994,0.474616,-0.688834,0.999824,0.652258,0.727219,-0.179302,0.998541,0.321499,0.721497,-0.114326,0.998186,0.801005,1.021875,-0.693066,0.868648,0.172702,1.020984,-0.601362,0.828404,0.735594,0.695525,-1.240253,0.805127,0.227913,0.639673,-1.301292,0.798175
40,2.0176,0.477102,0.473086,-0.719184,0.999841,0.652456,0.726912,-0.235792,0.998681,0.322481,0.723138,-0.106945,0.998307,0.801066,1.027809,-0.808185,0.879102,0.177504,1.034690,-0.599861,0.833454,0.741636,0.693065,-1.358966,0.824600,0.224401,0.648756,-1.317797,0.818230
41,2.0608,0.477126,0.473096,-1.033711,0.999857,0.653995,0.740271,-0.510124,0.998812,0.322324,0.724930,-0.367403,0.998465,0.792483,1.035522,-1.166950,0.886368,0.179076,1.047748,-0.954686,0.842381,0.743642,0.700901,-1.804859,0.842137,0.221056,0.654735,-1.734002,0.836397
42,2.1116,0.477149,0.473143,-1.010510,0.999871,0.654539,0.739324,-0.463956,0.998928,0.319193,0.727003,-0.349821,0.998595,0.781714,1.049251,-1.087580,0.892744,0.179208,1.065535,-0.908012,0.849966,0.745231,0.705103,-1.696802,0.857904,0.223513,0.655190,-1.646966,0.852717
43,2.1595,0.476973,0.476606,-0.672771,0.999883,0.654505,0.741186,-0.178464,0.999029,0.318983,0.742152,-0.083098,0.998718,0.784161,1.047269,-0.730361,0.900521,0.168345,1.058420,-0.574968,0.861189,0.712154,0.744377,-1.265993,0.872063,0.242252,0.693089,-1.196156,0.867352
44,2.2101,0.475671,0.483218,-0.697816,0.999894,0.654993,0.740476,-0.246021,0.999118,0.319041,0.741743,-0.104691,0.998820,0.785386,1.049866,-0.810930,0.907153,0.168009,1.054106,-0.603886,0.870664,0.694084,0.749568,-1.333891,0.884827,0.248736,0.703904,-1.262429,0.880539
45,2.2651,0.475686,0.482787,-0.621304,0.999903,0.653626,0.722426,-0.133629,0.999197,0.318789,0.741080,-0.023273,0.998899,0.779396,1.034781,-0.681837,0.913338,0.168462,1.052672,-0.500672,0.879324,0.693168,0.750519,-1.238691,0.896271,0.248466,0.703458,-1.137371,0.892332
46,2.3128,0.474363,0.485098,-0.792751,0.999910,0.654270,0.726512,-0.251571,0.999264,0.318136,0.741575,-0.132231,0.998957,0.779863,1.043697,-0.892694,0.919218,0.167602,1.063673,-0.684153,0.886240,0.703026,0.750531,-1.538070,0.906586,0.244789,0.705817,-1.410855,0.903004
47,2.3451,0.473006,0.484930,-1.007026,0.999919,0.654838,0.727038,-0.418194,0.999332,0.318391,0.741887,-0.269094,0.999029,0.822651,1.132761,-1.094215,0.925424,0.167076,1.074552,-0.866836,0.894744,0.709966,0.756313,-1.794675,0.915896,0.235613,0.708498,-1.675927,0.912670
48,2.4009,0.472508,0.482451,-1.003977,0.999926,0.654577,0.727523,-0.424556,0.999394,0.316976,0.741350,-0.300926,0.999103,0.775259,1.109159,-1.060507,0.930396,0.166951,1.077592,-0.852004,0.901204,0.722812,0.755778,-1.758861,0.924289,0.225340,0.702589,-1.626659,0.921370
49,2.4596,0.471218,0.479759,-0.918095,0.999933,0.656394,0.727577,-0.376586,0.999448,0.315810,0.739899,-0.250035,0.999164,0.767388,1.098676,-0.974523,0.932909,0.165478,1.076676,-0.798429,0.903950,0.738587,0.751433,-1.613434,0.931846,0.220506,0.697583,-1.529846,0.929203
50,2.5163,0.469535,0.479611,-0.732178,0.999939,0.655421,0.729560,-0.168499,0.999498,0.315642,0.739785,-0.085011,0.999213,0.776700,1.097735,-0.730374,0.937096,0.163002,1.075723,-0.585228,0.907320,0.738563,0.759379,-1.340599,0.938624,0.226063,0.703118,-1.256258,0.936186
51,2.5563,0.469170,0.483152,-0.620017,0.999945,0.652896,0.729729,-0.075115,0.999541,0.315006,0.739679,-0.045693,0.999259,0.783951,1.087677,-0.589882,0.941780,0.162406,1.073618,-0.543496,0.913224,0.736326,0.764571,-1.165219,0.944705,0.227725,0.716607,-1.212817,0.942454
52,2.6100,0.468575,0.487978,-0.658907,0.999949,0.651905,0.729792,-0.094888,0.999577,0.313795,0.739204,-0.031809,0.999296,0.785316,1.079660,-0.637154,0.945841,0.162380,1.072866,-0.524487,0.919145,0.732790,0.767551,-1.238383,0.950175,0.228353,0.718851,-1.208366,0.948111
53,2.6609,0.468508,0.487755,-0.669991,0.999953,0.652923,0.729818,-0.113259,0.999609,0.313740,0.740589,-0.047915,0.999315,0.786783,1.077971,-0.657625,0.949303,0.162461,1.074641,-0.537923,0.922119,0.730960,0.770620,-1.254774,0.955082,0.229365,0.723447,-1.223166,0.953128
54,2.7123,0.468339,0.487748,-0.697219,0.999957,0.652857,0.732080,-0.144727,0.999638,0.311412,0.740413,-0.056580,0.999323,0.790850,1.078508,-0.694422,0.953000,0.161964,1.073822,-0.561058,0.925841,0.727913,0.772376,-1.330934,0.959532,0.229472,0.722380,-1.230008,0.957676
55,2.7613,0.468218,0.485644,-0.685712,0.999960,0.652721,0.738236,-0.114529,0.999662,0.309219,0.740282,-0.063842,0.999336,0.796139,1.081668,-0.640076,0.955726,0.162064,1.074560,-0.554168,0.928438,0.728232,0.774323,-1.220122,0.963526,0.231186,0.725165,-1.232423,0.961781
56,2.8113,0.468222,0.485933,-0.632363,0.999964,0.652879,0.751831,-0.102203,0.999688,0.308592,0.742288,-0.035404,0.999369,0.797736,1.083526,-0.621171,0.957972,0.161490,1.074558,-0.523799,0.931159,0.728302,0.780070,-1.158240,0.967128,0.232911,0.729453,-1.189758,0.965497
57,2.8627,0.468226,0.486280,-0.663039,0.999967,0.653074,0.756046,-0.111803,0.999709,0.308566,0.742409,-0.046666,0.999395,0.798235,1.085248,-0.625253,0.959708,0.159598,1.074597,-0.537352,0.934730,0.726958,0.786356,-1.231300,0.970355,0.235170,0.729760,-1.225592,0.968839
58,2.9113,0.468270,0.487134,-0.783454,0.999969,0.656130,0.759561,-0.233707,0.999731,0.308583,0.742969,-0.145770,0.999418,0.801547,1.085492,-0.824572,0.961327,0.158873,1.075567,-0.691726,0.936789,0.726028,0.785050,-1.424465,0.973298,0.240857,0.726720,-1.381746,0.971900
59,2.9671,0.468583,0.486919,-0.727409,0.999972,0.656005,0.757733,-0.162119,0.999749,0.308634,0.742798,-0.101071,0.999431,0.801657,1.082736,-0.717340,0.963193,0.158295,1.074638,-0.631410,0.939640,0.725894,0.784741,-1.303126,0.975910,0.244478,0.726402,-1.315504,0.974581
60,3.0164,0.468612,0.487374,-0.711203,0.999974,0.655367,0.756849,-0.144161,0.999764,0.308657,0.742550,-0.094874,0.999453,0.801546,1.082355,-0.672640,0.964617,0.156214,1.072147,-0.606336,0.942445,0.725408,0.784371,-1.236023,0.978267,0.248293,0.725952,-1.258764,0.977024
61,3.0622,0.468999,0.491188,-0.734954,0.999976,0.654984,0.757388,-0.147398,0.999779,0.308749,0.749040,-0.110909,0.999462,0.803285,1.083642,-0.684084,0.965881,0.154187,1.072127,-0.623245,0.944733,0.725683,0.783897,-1.251893,0.980410,0.254327,0.730737,-1.271760,0.979232
62,3.1092,0.469008,0.494824,-0.870554,0.999978,0.661154,0.710335,-0.149853,0.999795,0.315272,0.727522,-0.158085,0.999508,0.806987,1.077381,-0.644710,0.968100,0.145582,1.049198,-0.597785,0.949334,0.718930,0.795792,-1.361599,0.982241,0.281611,0.796402,-1.288546,0.981153
63,3.1597,0.467519,0.494677,-0.982136,0.999979,0.666515,0.698705,-0.195723,0.999797,0.322382,0.712169,-0.227481,0.999539,0.810559,1.039907,-0.716961,0.969593,0.142359,1.028934,-0.691772,0.953438,0.724026,0.807596,-1.589530,0.983708,0.307436,0.825897,-1.473504,0.982698
64,3.2026,0.466838,0.494599,-0.937672,0.999979,0.668181,0.703220,-0.183655,0.999791,0.322950,0.714427,-0.197510,0.999548,0.830397,1.038217,-0.729901,0.970802,0.143401,1.025289,-0.708009,0.957325,0.731001,0.828582,-1.580867,0.984717,0.336248,0.870867,-1.522053,0.983677
65,3.2593,0.464141,0.495049,-1.026237,0.999978,0.667829,0.705433,-0.210031,0.999781,0.322698,0.714757,-0.267863,0.999562,0.843596,1.038748,-0.753978,0.972427,0.148085,1.028960,-0.753331,0.960946,0.731781,0.849523,-1.617175,0.985344,0.353287,0.910231,-1.582555,0.984614
66,3.3090,0.459984,0.497148,-1.031049,0.999978,0.665122,0.707020,-0.207157,0.999792,0.323569,0.714925,-0.292976,0.999586,0.850595,1.016271,-0.718712,0.974220,0.168890,1.029697,-0.766436,0.964445,0.738406,0.856633,-1.581021,0.985417,0.379857,0.920201,-1.540251,0.985641
67,3.3422,0.440862,0.500254,-1.130192,0.999935,0.655378,0.702689,-0.291092,0.999400,0.312099,0.716534,-0.439854,0.999358,0.847624,0.996253,-0.446510,0.944397,0.221944,1.054456,-0.765739,0.964675,0.818745,1.089694,-0.997359,0.921840,0.483233,0.925289,-1.387539,0.984830
68,3.4079,0.432695,0.500094,-1.068477,0.999864,0.651173,0.703155,-0.279360,0.998827,0.306861,0.722800,-0.419419,0.999175,0.844857,0.992416,-0.535878,0.937880,0.248192,1.065540,-0.851904,0.965261,0.708996,1.023700,-1.295200,0.906509,0.511955,0.915149,-1.425241,0.984503
69,3.4570,0.421239,0.500699,-1.056307,0.999729,0.644566,0.702914,-0.276222,0.997751,0.301889,0.725384,-0.411775,0.998834,0.837804,0.990147,-0.598937,0.922531,0.240578,1.103789,-0.829544,0.964306,0.714770,0.992264,-1.332134,0.876795,0.518287,0.909804,-1.412435,0.983717
70,3.5065,0.414436,0.501024,-1.037658,0.999523,0.643734,0.703779,-0.187572,0.996428,0.298849,0.741042,-0.357407,0.998088,0.823857,0.991486,-0.617597,0.909241,0.254652,1.131534,-0.795183,0.961866,0.667946,0.897807,-1.328913,0.851814,0.525960,0.899013,-1.356497,0.981758
71,3.5585,0.405602,0.501270,-1.150458,0.999402,0.643886,0.702298,-0.314004,0.995666,0.296089,0.742737,-0.450347,0.997761,0.819261,0.990178,-0.568912,0.886110,0.274005,1.118180,-0.815604,0.959648,0.752990,1.081168,-1.170915,0.798981,0.525268,0.897320,-1.395582,0.981455
72,3.6036,0.399740,0.501400,-1.159859,0.999403,0.643441,0.701965,-0.344879,0.995246,0.294850,0.742561,-0.473133,0.997257,0.815202,0.990098,-0.376207,0.868073,0.269560,1.131069,-0.852271,0.952271,0.844344,1.249588,-0.751604,0.759631,0.529355,0.893310,-1.487755,0.981020
73,3.6565,0.395562,0.501783,-1.130985,0.999393,0.641394,0.699591,-0.343217,0.994973,0.294036,0.742385,-0.451866,0.996897,0.814742,0.989895,-0.372591,0.848812,0.266241,1.131848,-0.825214,0.945012,0.829941,1.233430,-0.735342,0.717137,0.528659,0.890821,-1.474235,0.980726
74,3.7098,0.389232,0.502890,-1.109941,0.999441,0.640074,0.699845,-0.322273,0.995280,0.287593,0.754000,-0.444759,0.996942,0.813305,0.991188,-0.334088,0.822820,0.281657,1.129519,-0.841794,0.936849,0.838935,1.276573,-0.635596,0.677996,0.530567,0.889226,-1.466428,0.979901
75,3.7868,0.384895,0.503512,-1.108625,0.999487,0.638350,0.700149,-0.312164,0.995635,0.283197,0.760435,-0.446071,0.997042,0.810574,0.992363,-0.246892,0.812383,0.271852,1.159224,-0.896741,0.930654,0.876295,1.347507,-0.517345,0.652205,0.526738,0.891667,-1.568307,0.979582
76,3.8370,0.380303,0.503588,-1.145326,0.999527,0.632104,0.698611,-0.361565,0.995943,0.280917,0.759280,-0.494986,0.997150,0.805898,0.992864,-0.314498,0.807406,0.275835,1.131300,-0.925297,0.929440,0.858672,1.333476,-0.594835,0.631674,0.525863,0.893530,-1.598570,0.979578
77,3.8869,0.376068,0.503364,-1.068220,0.999561,0.631528,0.698228,-0.335632,0.996184,0.281185,0.758408,-0.466759,0.997183,0.802454,0.993591,-0.295923,0.793376,0.271579,1.148269,-0.845461,0.923916,0.853498,1.345255,-0.542134,0.603575,0.525801,0.894791,-1.485188,0.978308
78,3.9359,0.374029,0.502372,-0.862452,0.999593,0.630250,0.695528,-0.242862,0.996478,0.280494,0.757951,-0.349229,0.997324,0.799419,0.993420,-0.228243,0.787271,0.277845,1.112949,-0.785294,0.919875,0.849283,1.333368,-0.432523,0.583458,0.523973,0.894564,-1.400177,0.978087
79,3.9862,0.374416,0.502611,-0.845366,0.999625,0.628318,0.695307,-0.241843,0.996761,0.280573,0.760998,-0.322884,0.997453,0.797680,0.994535,-0.241602,0.778848,0.274796,1.154663,-0.734085,0.913109,0.855393,1.325508,-0.474061,0.559377,0.520263,0.899201,-1.351346,0.976608
80,4.0364,0.374888,0.501937,-0.841831,0.999653,0.626106,0.694546,-0.224650,0.997016,0.281669,0.760405,-0.295448,0.997539,0.793365,0.996867,-0.207457,0.772994,0.278432,1.091583,-0.680376,0.904677,0.850093,1.332673,-0.439990,0.538022,0.518126,0.902105,-1.301832,0.974713
81,4.0856,0.375049,0.499859,-0.848900,0.999679,0.624467,0.693174,-0.197204,0.997248,0.282756,0.760008,-0.285068,0.997667,0.787132,0.996955,-0.173541,0.763242,0.280897,1.072301,-0.683922,0.900622,0.847546,1.338646,-0.421114,0.512255,0.517334,0.912712,-1.335402,0.973244
82,4.1384,0.379882,0.497004,-0.885413,0.999704,0.622533,0.693066,-0.210330,0.997456,0.282443,0.758428,-0.306654,0.997787,0.779607,0.999152,-0.211841,0.750431,0.265644,1.127673,-0.674838,0.895656,0.845480,1.327924,-0.503090,0.493714,0.509730,0.938493,-1.311286,0.970697
83,4.1858,0.390591,0.493335,-0.900556,0.999715,0.622940,0.693112,-0.198173,0.997466,0.284551,0.757528,-0.330599,0.997882,0.765383,1.001056,-0.202688,0.723662,0.253076,1.142509,-0.635508,0.897355,0.815686,1.276949,-0.521422,0.464752,0.507379,0.968981,-1.188436,0.969993
84,4.2368,0.440940,0.487996,-0.786738,0.999741,0.650012,0.713036,-0.137385,0.997695,0.299252,0.737170,-0.125165,0.998025,0.753016,1.156058,-0.536037,0.745482,0.227657,1.047380,-0.209648,0.852427,0.641220,0.960874,-1.266053,0.517013,0.243870,1.317495,-0.800469,0.919182
85,4.2867,0.464168,0.477719,-0.671845,0.999766,0.658285,0.719809,-0.044521,0.997905,0.309785,0.711571,-0.065558,0.998138,0.743790,1.163217,-0.512035,0.764373,0.215505,1.024036,-0.318960,0.825467,0.609508,0.904910,-1.273289,0.564528,0.236886,1.163514,-1.055405,0.895218
86,4.3355,0.487424,0.472387,-0.640159,0.999781,0.660063,0.722269,-0.040792,0.998058,0.327768,0.695347,-0.043629,0.997891,0.732888,1.136024,-0.583354,0.784816,0.216408,0.994316,-0.403212,0.817044,0.574077,0.890420,-1.284598,0.607567,0.277000,0.757144,-1.345228,0.901021
87,4.3855,0.503710,0.469886,-0.653639,0.999799,0.666291,0.725344,-0.091997,0.998180,0.336035,0.700353,-0.090375,0.997678,0.724734,1.116129,-0.630151,0.803635,0.220679,1.002852,-0.378727,0.789766,0.554029,0.879995,-1.325260,0.646280,0.288797,0.977899,-1.224559,0.870539
