frame_index,timestamp,nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility
11,0.3674,0.240299,0.086446,-1.149445,0.988427,0.469179,0.358494,-0.287611,0.993572,0.054341,0.365714,-0.330837,0.984940,0.541743,0.784066,-0.172393,0.607634,-0.042340,0.716251,-0.529409,0.363732,0.602927,0.991868,-0.631321,0.419580,-0.047982,0.695567,-1.389792,0.209840
12,0.4017,0.275549,0.120040,-1.157288,0.988066,0.468601,0.359469,-0.248156,0.993490,0.062314,0.366162,-0.392739,0.985806,0.535687,0.776192,-0.028116,0.596372,-0.036495,0.734822,-0.474346,0.395943,0.601930,0.993058,-0.456009,0.409107,-0.039333,0.925307,-1.087715,0.221213
13,0.4361,0.273729,0.116720,-1.149812,0.987792,0.468818,0.361770,-0.261844,0.993085,0.066126,0.367820,-0.373463,0.986425,0.533954,0.777658,-0.090504,0.578311,-0.025529,0.763198,-0.365722,0.407389,0.599314,0.994855,-0.478831,0.394529,-0.037402,1.026854,-0.863454,0.217803
14,0.4704,0.279610,0.115989,-1.108420,0.987780,0.468086,0.362693,-0.216483,0.992746,0.075608,0.368008,-0.341661,0.986779,0.529416,0.777075,-0.042059,0.560100,-0.023319,0.764270,-0.373615,0.419246,0.591574,0.989492,-0.470250,0.384926,-0.034989,1.011597,-0.924817,0.221776
15,0.5050,0.278890,0.113135,-1.080321,0.988331,0.467086,0.367055,-0.221386,0.992518,0.084097,0.364934,-0.316886,0.987099,0.526012,0.780646,-0.080338,0.539456,0.000929,0.760264,-0.357068,0.416241,0.589408,0.989725,-0.546423,0.371949,-0.034177,0.999349,-0.985464,0.218484
16,0.5385,0.280470,0.113418,-1.076969,0.989377,0.467201,0.370905,-0.220409,0.992972,0.092346,0.355580,-0.256527,0.987671,0.525544,0.789550,-0.093158,0.531568,-0.009017,0.724336,-0.738860,0.420489,0.589299,0.990715,-0.579157,0.379990,-0.020463,0.640812,-1.908408,0.250630
17,0.5783,0.288020,0.115157,-1.064981,0.990314,0.469011,0.378816,-0.195473,0.993286,0.098432,0.351446,-0.267060,0.988362,0.526315,0.802480,-0.006033,0.520613,-0.007542,0.730634,-0.700381,0.418472,0.594484,1.022649,-0.316338,0.374339,-0.027201,0.766289,-1.731949,0.255178
18,0.6259,0.293219,0.129238,-0.854482,0.991017,0.470517,0.392191,-0.110592,0.993546,0.112400,0.351494,-0.267890,0.989083,0.527448,0.814873,0.030574,0.508970,-0.006344,0.683579,-0.875808,0.436502,0.606932,1.030375,-0.202573,0.376213,0.007191,0.534619,-1.947076,0.314525
19,0.6740,0.291221,0.139917,-0.963951,0.991830,0.472680,0.407554,-0.161073,0.993562,0.118649,0.355140,-0.223450,0.989549,0.530752,0.828915,-0.022575,0.490472,0.013744,0.696728,-0.640728,0.430624,0.620989,1.079676,-0.384870,0.361928,-0.002215,0.687576,-1.625342,0.312365
20,0.7144,0.307011,0.154135,-0.933565,0.992597,0.474960,0.412740,-0.067067,0.993716,0.127061,0.362783,-0.225281,0.990381,0.540803,0.826490,0.123367,0.467271,0.023776,0.719957,-0.187325,0.452162,0.637739,1.079066,-0.241692,0.347229,-0.048736,1.023936,-0.642920,0.314152
21,0.7643,0.312779,0.165072,-0.939800,0.993257,0.478310,0.416941,-0.043176,0.993628,0.143083,0.369998,-0.236515,0.991055,0.546399,0.833077,0.151504,0.445733,0.034935,0.750013,-0.186059,0.466742,0.655701,1.072433,-0.220968,0.340287,-0.058068,1.076622,-0.637932,0.317644
22,0.7987,0.352436,0.235697,-1.076233,0.993860,0.515012,0.453314,-0.168310,0.993824,0.192715,0.427879,-0.370115,0.991884,0.569110,0.835712,0.071855,0.475209,0.095976,0.772156,-0.294452,0.516620,0.648794,1.073211,-0.285878,0.357182,0.072668,1.057847,-0.730339,0.372515
23,0.8635,0.369730,0.274509,-1.067056,0.994426,0.534449,0.491421,-0.179813,0.993843,0.217650,0.463033,-0.347662,0.992611,0.581586,0.858038,0.043992,0.491548,0.129778,0.805813,-0.263205,0.559769,0.635400,1.101056,-0.314000,0.368983,0.114711,1.058911,-0.666228,0.423312
24,0.9129,0.381565,0.299096,-1.083035,0.994918,0.546139,0.509054,-0.251144,0.994075,0.239148,0.474586,-0.369989,0.993250,0.595866,0.874106,-0.004246,0.511928,0.144832,0.813511,-0.291398,0.592960,0.634288,1.114624,-0.334384,0.368290,0.136570,1.052895,-0.719163,0.457061
25,0.9627,0.396448,0.302318,-0.807291,0.995402,0.558503,0.518603,-0.074813,0.994574,0.261209,0.482783,-0.245377,0.993887,0.602774,0.873017,0.121547,0.528637,0.183275,0.814119,-0.149627,0.625521,0.636134,1.109894,-0.174379,0.357958,0.151673,1.087972,-0.496973,0.486693
26,1.0123,0.402651,0.314091,-0.705719,0.995835,0.562404,0.514612,-0.052491,0.995079,0.274676,0.497102,-0.180603,0.994478,0.605583,0.871496,0.159527,0.552218,0.195626,0.818047,-0.131641,0.655688,0.638329,1.099810,-0.070927,0.355384,0.170914,1.074529,-0.468407,0.515619
27,1.0623,0.410916,0.327187,-0.685694,0.996236,0.566695,0.534994,-0.073592,0.995528,0.284973,0.521134,-0.090534,0.994995,0.609661,0.876201,0.095345,0.574967,0.214480,0.822747,-0.157754,0.675444,0.670627,1.036423,-0.215084,0.385465,0.193222,1.045332,-0.654456,0.549713
28,1.1278,0.429114,0.340510,-0.596299,0.996590,0.569109,0.535187,0.000099,0.995934,0.317787,0.515900,-0.099753,0.995467,0.615985,0.873069,0.114819,0.605784,0.251919,0.823129,-0.096297,0.701631,0.666874,1.057883,-0.165717,0.398275,0.233888,1.040909,-0.416010,0.579745
29,1.1942,0.444896,0.337969,-0.644277,0.996870,0.569590,0.536142,0.029327,0.996282,0.322249,0.521955,-0.119685,0.995866,0.619945,0.864819,0.211952,0.623779,0.263048,0.824771,-0.153599,0.724957,0.662053,1.047793,-0.050526,0.401585,0.267123,1.036871,-0.456057,0.599727
30,1.2496,0.443616,0.335727,-0.865095,0.997112,0.574596,0.542611,-0.102427,0.996516,0.325199,0.520883,-0.272866,0.996179,0.630631,0.864388,0.198104,0.638298,0.270934,0.824337,-0.165119,0.745262,0.661769,1.041271,-0.126848,0.401395,0.279056,1.025673,-0.541764,0.621669
31,1.2968,0.448181,0.344703,-0.740393,0.997310,0.572273,0.546962,-0.026578,0.996607,0.331196,0.524932,-0.142346,0.996329,0.628175,0.865871,0.156644,0.640331,0.282911,0.823161,-0.047733,0.756742,0.662039,1.021588,-0.144218,0.409678,0.259344,1.011446,-0.390379,0.638724
32,1.3497,0.447354,0.350793,-0.639966,0.997461,0.572105,0.556496,-0.034388,0.996613,0.333266,0.538378,0.005007,0.996307,0.626304,0.865841,0.066845,0.642279,0.289141,0.830055,0.119454,0.751458,0.673876,0.998810,-0.275345,0.420327,0.273909,0.998077,-0.200753,0.637254
33,1.3814,0.441351,0.348816,-0.694052,0.997624,0.570385,0.563259,-0.054766,0.996582,0.334804,0.538384,-0.058641,0.996302,0.625539,0.869514,0.017525,0.642387,0.302695,0.836413,0.050975,0.747679,0.671988,0.997494,-0.333503,0.430143,0.293347,1.004860,-0.281998,0.634278
34,1.4471,0.440453,0.348081,-0.699189,0.997740,0.569887,0.569528,-0.130812,0.996553,0.331256,0.545594,-0.072626,0.995979,0.624242,0.872380,-0.094372,0.645321,0.304342,0.842141,0.041359,0.733760,0.665509,0.996689,-0.462749,0.441862,0.288586,1.005138,-0.274250,0.608900
35,1.4963,0.441708,0.351186,-0.697471,0.997853,0.568845,0.565357,-0.122678,0.996548,0.330328,0.542790,-0.076805,0.995718,0.623348,0.865823,-0.077117,0.648611,0.303391,0.840950,0.016178,0.727537,0.654395,0.993716,-0.441019,0.460457,0.295837,1.005268,-0.301995,0.599391
36,1.5498,0.440871,0.355145,-0.665752,0.997978,0.563546,0.563428,-0.099624,0.996503,0.335524,0.541126,-0.078687,0.995626,0.621584,0.863378,-0.040247,0.644047,0.310241,0.839885,0.001266,0.729134,0.641512,0.983730,-0.385796,0.468052,0.300529,1.039029,-0.294534,0.597142
37,1.5984,0.440827,0.363764,-0.645142,0.998108,0.556966,0.564787,-0.099458,0.996506,0.333615,0.539668,-0.063283,0.995499,0.616802,0.859545,-0.034986,0.643808,0.311135,0.828558,0.012695,0.723029,0.643957,0.981339,-0.374408,0.478115,0.296509,1.038605,-0.265066,0.586789
38,1.6500,0.431461,0.377925,-0.482850,0.998178,0.524161,0.565583,-0.061872,0.996465,0.330474,0.548019,0.041481,0.994985,0.588495,0.861885,-0.057139,0.652513,0.303528,0.840789,0.071269,0.703840,0.648659,0.983194,-0.401271,0.497558,0.296859,1.053332,-0.170624,0.565081
39,1.6986,0.425803,0.381829,-0.339239,0.998297,0.511767,0.564984,-0.062684,0.996357,0.329295,0.557168,0.087799,0.993952,0.579702,0.848793,-0.132962,0.658385,0.315082,0.856503,0.091601,0.671939,0.654601,0.944461,-0.445883,0.521601,0.314000,1.051921,-0.057577,0.542602
40,1.7487,0.418144,0.377958,-0.485639,0.998383,0.514971,0.564915,-0.107222,0.996281,0.328217,0.556056,0.070433,0.993937,0.581833,0.853309,-0.145930,0.658654,0.310295,0.854617,0.126524,0.656092,0.653995,0.946615,-0.503139,0.525830,0.306403,1.053008,-0.140787,0.519123
41,1.7996,0.400721,0.370681,-0.554150,0.998375,0.518277,0.564706,-0.170521,0.996343,0.327425,0.554302,0.017744,0.993911,0.582598,0.850181,-0.187163,0.671317,0.306877,0.853352,0.113558,0.646461,0.585731,0.967207,-0.505946,0.530316,0.307763,1.017302,-0.176045,0.496785
42,1.8661,0.399995,0.375539,-0.596041,0.998384,0.519719,0.564324,-0.154567,0.996320,0.326177,0.551353,-0.007557,0.993954,0.580978,0.833754,-0.166265,0.683154,0.304726,0.830683,0.092511,0.646430,0.576427,0.968086,-0.378996,0.535024,0.312069,0.977890,-0.187509,0.504889
43,1.9322,0.393508,0.376225,-0.581310,0.998419,0.519942,0.563916,-0.149966,0.996184,0.325397,0.550126,-0.010557,0.994126,0.566186,0.835161,-0.152816,0.679906,0.303235,0.829284,0.077495,0.639813,0.578647,0.969466,-0.414693,0.523343,0.309536,1.015325,-0.205410,0.485997
44,1.9988,0.392851,0.375175,-0.772024,0.998302,0.520734,0.563926,-0.255227,0.995761,0.325253,0.549975,-0.180338,0.994253,0.564814,0.834021,-0.190616,0.677232,0.301283,0.820513,-0.087049,0.642712,0.579972,0.975302,-0.460591,0.505690,0.307238,0.978498,-0.349665,0.479065
45,2.0652,0.394211,0.375483,-0.847030,0.998168,0.521323,0.563733,-0.269864,0.995637,0.324859,0.549084,-0.199039,0.994232,0.565499,0.826197,-0.223059,0.681907,0.300471,0.816039,-0.083966,0.644704,0.581825,0.961501,-0.601824,0.516845,0.304637,0.962627,-0.367131,0.480530
46,2.1156,0.401695,0.389475,-0.774251,0.998122,0.526882,0.563525,-0.259200,0.995535,0.330821,0.552231,-0.153812,0.994561,0.566427,0.830139,-0.111527,0.681633,0.304017,0.820207,-0.067605,0.663717,0.580887,0.968860,-0.307800,0.495134,0.298494,1.026286,-0.333908,0.487162
47,2.1647,0.412901,0.389149,-0.793806,0.998215,0.530522,0.563361,-0.250611,0.995711,0.331218,0.553685,-0.220936,0.994915,0.567547,0.826503,-0.141656,0.685960,0.303548,0.820535,-0.114012,0.684361,0.583163,0.969277,-0.390894,0.493611,0.289918,1.017168,-0.374596,0.504045
48,2.2310,0.423355,0.388797,-0.760535,0.998223,0.539778,0.563237,-0.239610,0.995583,0.334185,0.554927,-0.179175,0.994969,0.570405,0.817909,-0.136265,0.682644,0.306005,0.820752,-0.110140,0.690352,0.584715,0.969458,-0.399062,0.488770,0.291296,0.986786,-0.373814,0.499508
49,2.3133,0.428730,0.391058,-0.776169,0.998163,0.543691,0.563264,-0.266575,0.995506,0.338782,0.555414,-0.208507,0.995224,0.570659,0.816050,-0.186074,0.686246,0.308774,0.819577,-0.106915,0.707657,0.586063,0.961125,-0.461646,0.485867,0.292197,0.985174,-0.359296,0.512963
50,2.3636,0.456349,0.398566,-0.547874,0.998209,0.554174,0.564040,-0.070987,0.994758,0.359136,0.566659,-0.052576,0.995437,0.582141,0.828807,0.034476,0.674422,0.322165,0.819603,0.013789,0.722942,0.586675,0.973377,-0.158113,0.462345,0.308557,0.968351,-0.251653,0.534972
51,2.4136,0.468548,0.402352,-0.538222,0.998316,0.563162,0.564353,-0.101814,0.994749,0.376200,0.566559,-0.021702,0.995729,0.589643,0.832121,-0.033309,0.674834,0.336683,0.816560,0.052308,0.733000,0.587654,0.975290,-0.262322,0.446902,0.324894,0.971489,-0.196432,0.543091
52,2.4640,0.474184,0.407930,-0.470777,0.998469,0.572074,0.565139,-0.063902,0.995120,0.389183,0.566849,0.001545,0.996068,0.596144,0.833572,0.019371,0.685132,0.344567,0.812261,0.062045,0.741647,0.588980,0.987322,-0.123111,0.434094,0.334886,0.959655,-0.172689,0.555971
53,2.4981,0.482275,0.412750,-0.543070,0.998607,0.578089,0.566498,-0.078539,0.995462,0.392819,0.566220,-0.106708,0.996404,0.601681,0.834210,0.039814,0.688477,0.348835,0.808103,-0.046940,0.758577,0.593522,0.991241,-0.117470,0.416511,0.345274,0.963224,-0.262764,0.576547
54,2.5642,0.487391,0.417200,-0.426793,0.998740,0.586136,0.570222,-0.023802,0.995838,0.398323,0.567680,-0.045861,0.996734,0.605560,0.841537,0.061242,0.699025,0.356060,0.810343,-0.014912,0.774177,0.594030,0.994653,-0.068034,0.399443,0.357708,0.964762,-0.204427,0.593791
55,2.6144,0.500075,0.419046,-0.395043,0.998849,0.598035,0.573891,0.059251,0.996106,0.407140,0.567560,-0.021712,0.997004,0.618208,0.836967,0.188957,0.696551,0.368023,0.808657,0.012629,0.786810,0.602403,0.980650,0.065094,0.384365,0.377865,0.965175,-0.203730,0.607512
56,2.6517,0.500702,0.416956,-0.381025,0.998960,0.603536,0.574345,0.036541,0.996466,0.413012,0.567749,-0.015394,0.997284,0.622288,0.833935,0.112625,0.715929,0.377993,0.808982,0.027788,0.798658,0.607369,0.980705,-0.060572,0.383720,0.383974,0.981265,-0.170719,0.616711
57,2.7145,0.496741,0.415712,-0.382858,0.999045,0.606960,0.574363,0.001937,0.996730,0.414073,0.568545,-0.013977,0.997533,0.624295,0.834059,0.119748,0.720344,0.378957,0.807780,0.039744,0.809914,0.623266,0.979791,0.043205,0.368961,0.379916,0.977630,-0.158238,0.636206
58,2.7657,0.498086,0.416110,-0.390026,0.999120,0.608914,0.576010,-0.012384,0.996969,0.417758,0.568511,-0.021613,0.997758,0.625509,0.833719,0.121331,0.721738,0.383575,0.807494,0.032815,0.821095,0.624201,0.974268,0.057666,0.355779,0.381481,0.978721,-0.171113,0.652583
59,2.8160,0.505932,0.418529,-0.370891,0.999181,0.607830,0.576214,0.020166,0.997150,0.415937,0.569375,-0.024157,0.997937,0.625242,0.829452,0.128194,0.713457,0.382910,0.807509,0.007784,0.826957,0.633476,0.981195,0.021170,0.339963,0.382052,0.981113,-0.200380,0.655294
60,2.8661,0.505773,0.420932,-0.366551,0.999248,0.606269,0.576901,0.027622,0.997384,0.414247,0.569340,-0.019461,0.998128,0.625674,0.826621,0.142537,0.723237,0.381350,0.801819,0.025578,0.838261,0.632337,0.975589,0.011275,0.337223,0.385380,0.973103,-0.144954,0.673009
61,2.9152,0.504744,0.420296,-0.117554,0.999313,0.600314,0.575487,0.089837,0.997636,0.412973,0.569265,0.186982,0.998280,0.626944,0.772926,-0.003539,0.746205,0.382373,0.785064,0.024134,0.833067,0.664435,0.950595,-0.289392,0.391607,0.382108,0.967272,-0.365618,0.678663
62,2.9818,0.502636,0.419759,-0.252012,0.999369,0.599513,0.575919,0.058761,0.997855,0.412443,0.569679,0.099452,0.998412,0.634526,0.771893,0.019644,0.766116,0.381452,0.785238,0.016810,0.836399,0.677080,0.950136,-0.199060,0.431776,0.381802,0.967606,-0.326258,0.684095
63,3.0321,0.499587,0.419327,-0.240212,0.999378,0.591089,0.575772,0.047309,0.998047,0.408404,0.569521,0.111379,0.998435,0.640763,0.753428,-0.010710,0.786407,0.377361,0.786293,0.086910,0.833724,0.700671,0.936647,-0.228448,0.483096,0.375333,0.967719,-0.157153,0.682373
64,3.0820,0.490298,0.419010,-0.209854,0.999428,0.584391,0.572929,0.037048,0.998234,0.406990,0.569458,0.152142,0.998531,0.642673,0.743586,-0.026232,0.807175,0.376194,0.786409,0.120651,0.841542,0.712312,0.909388,-0.257931,0.533749,0.373034,0.965263,-0.129824,0.701010
65,3.1325,0.483580,0.419017,-0.248422,0.999466,0.576407,0.570906,0.002250,0.998399,0.400153,0.569766,0.155824,0.998607,0.647716,0.742612,-0.066648,0.824789,0.375969,0.789259,0.219845,0.835381,0.755325,0.890706,-0.325536,0.575652,0.368039,0.965741,0.068959,0.690323
66,3.1826,0.463669,0.419034,-0.339004,0.999388,0.574210,0.570773,-0.155845,0.998514,0.378690,0.575454,0.152624,0.998377,0.684267,0.696750,-0.392788,0.840927,0.356069,0.813237,0.387305,0.815945,0.813363,0.776726,-0.821265,0.615127,0.361123,0.962118,0.365043,0.665036
67,3.2328,0.457517,0.423957,-0.375697,0.999339,0.566176,0.559150,-0.142265,0.998566,0.372206,0.575318,0.115959,0.998339,0.674157,0.656222,-0.317890,0.854843,0.349898,0.814098,0.242238,0.816822,0.803122,0.714094,-0.669426,0.648835,0.357615,0.962177,0.118989,0.660833
68,3.2673,0.448991,0.426341,-0.532881,0.999233,0.565138,0.556686,-0.202138,0.998545,0.367823,0.575773,-0.001077,0.998136,0.677139,0.639358,-0.298524,0.868022,0.342672,0.814432,0.127175,0.816210,0.827339,0.704434,-0.611378,0.678667,0.350393,0.961223,-0.055287,0.658947
69,3.3333,0.443925,0.427483,-0.459029,0.999275,0.564913,0.554941,-0.143251,0.998651,0.368983,0.575231,0.115680,0.998143,0.685825,0.622095,-0.252151,0.880591,0.344237,0.807323,0.171796,0.816880,0.853830,0.687128,-0.581767,0.708552,0.348350,0.949860,-0.024574,0.667857
70,3.3831,0.445557,0.426735,-0.484154,0.999314,0.564338,0.547842,-0.124329,0.998744,0.367667,0.574090,-0.034549,0.998261,0.683985,0.609694,-0.234328,0.891453,0.343397,0.805975,-0.024542,0.830904,0.840038,0.663140,-0.520333,0.733261,0.341908,0.954952,-0.219376,0.692154
71,3.4334,0.443369,0.426614,-0.367885,0.999364,0.562874,0.542516,-0.012402,0.998851,0.365141,0.572412,-0.001616,0.998406,0.680349,0.597054,-0.125395,0.901035,0.340893,0.798557,0.019326,0.843292,0.819768,0.632730,-0.476870,0.755852,0.338339,0.955579,-0.170306,0.712091
72,3.4830,0.435510,0.427234,-0.329910,0.999417,0.559997,0.538523,-0.032526,0.998840,0.361744,0.572373,0.031846,0.998447,0.678428,0.574688,-0.245152,0.907299,0.338636,0.798037,0.053587,0.849200,0.797502,0.583435,-0.646026,0.773241,0.335523,0.959748,-0.120093,0.726660
73,3.5329,0.434111,0.428150,-0.327113,0.999452,0.558081,0.537368,-0.042531,0.998784,0.360796,0.571383,0.033852,0.998434,0.673160,0.576571,-0.219860,0.913658,0.335758,0.796920,0.043204,0.854990,0.789779,0.569650,-0.523363,0.792079,0.333016,0.960475,-0.128406,0.741042
74,3.5830,0.435653,0.428077,-0.330933,0.999491,0.555987,0.534799,-0.045412,0.998823,0.359287,0.571261,0.025679,0.998437,0.671617,0.563868,-0.205651,0.920987,0.333385,0.796718,0.033701,0.860756,0.789641,0.563891,-0.497900,0.811464,0.326796,0.963520,-0.134972,0.754267
75,3.6331,0.435541,0.424218,-0.348834,0.999514,0.555003,0.534835,-0.079078,0.998824,0.356622,0.571045,0.012443,0.998387,0.669310,0.563561,-0.220494,0.927604,0.330628,0.796435,0.034158,0.867749,0.789020,0.560349,-0.508797,0.829107,0.324735,0.965290,-0.133460,0.764829
76,3.6666,0.435371,0.421657,-0.400480,0.999522,0.553474,0.534464,-0.111956,0.998830,0.354157,0.571020,0.003321,0.998264,0.668542,0.558536,-0.247767,0.933866,0.328744,0.796548,0.040005,0.873675,0.788597,0.560764,-0.556288,0.845243,0.323264,0.966122,-0.137466,0.774890
77,3.7480,0.434748,0.420839,-0.313652,0.999564,0.553548,0.532460,-0.059509,0.998875,0.354298,0.570967,0.012104,0.998297,0.666939,0.557499,-0.231233,0.938600,0.329075,0.795346,0.039192,0.878678,0.786399,0.562515,-0.548377,0.857816,0.323686,0.965211,-0.135636,0.782471
78,3.7977,0.435182,0.420677,-0.370137,0.999590,0.553806,0.532607,-0.075007,0.998915,0.354339,0.575100,0.000711,0.998283,0.666931,0.556652,-0.267183,0.943125,0.308567,0.797479,-0.003138,0.886523,0.787033,0.565281,-0.633640,0.868352,0.278525,0.965223,-0.159633,0.791822
79,3.8479,0.435286,0.419668,-0.302875,0.999619,0.553902,0.532744,-0.018862,0.999004,0.353094,0.575069,0.039286,0.998418,0.666887,0.558549,-0.258029,0.947440,0.289650,0.790503,-0.005347,0.896645,0.785815,0.569731,-0.696298,0.878762,0.236043,0.958922,-0.178918,0.809132
80,3.8982,0.438235,0.418816,-0.384364,0.999651,0.554055,0.533246,-0.037215,0.999050,0.353447,0.574991,-0.012195,0.998535,0.666505,0.561031,-0.312007,0.950880,0.275677,0.775766,-0.057936,0.906316,0.782714,0.571699,-0.791397,0.887005,0.207923,0.939611,-0.244583,0.825636
81,3.9550,0.439829,0.418446,-0.338396,0.999684,0.555664,0.534198,-0.024764,0.999120,0.353743,0.565972,0.002543,0.998670,0.667544,0.562922,-0.286701,0.954805,0.271655,0.725530,-0.082574,0.915272,0.786667,0.574621,-0.729703,0.896395,0.185815,0.880826,-0.330959,0.841879
82,3.9989,0.441739,0.418226,-0.376188,0.999713,0.558741,0.535990,-0.033954,0.999197,0.351265,0.564737,-0.010820,0.998794,0.671941,0.564535,-0.306764,0.958411,0.246144,0.712511,-0.086816,0.923382,0.789405,0.576845,-0.813985,0.904902,0.136968,0.868914,-0.299070,0.856226
83,4.0482,0.450489,0.418229,-0.441559,0.999737,0.561325,0.538472,-0.091367,0.999239,0.351407,0.556474,-0.041556,0.998887,0.672754,0.568654,-0.328027,0.961716,0.218760,0.634652,-0.097569,0.930884,0.790108,0.579167,-0.824450,0.911755,0.084773,0.710462,-0.322984,0.869376
84,4.0986,0.456134,0.418117,-0.494953,0.999751,0.566198,0.541578,-0.127235,0.999265,0.351650,0.553245,-0.071285,0.998953,0.678401,0.570552,-0.317841,0.964963,0.204406,0.609137,-0.107191,0.937645,0.798340,0.580634,-0.783758,0.918482,0.071045,0.661322,-0.336690,0.880965
85,4.1487,0.459177,0.417725,-0.511774,0.999763,0.567983,0.545294,-0.144853,0.999304,0.351572,0.553505,-0.089475,0.999021,0.682576,0.573371,-0.310676,0.968026,0.194017,0.600329,-0.118230,0.943757,0.804712,0.581649,-0.755636,0.924423,0.061131,0.636749,-0.362062,0.891806
86,4.1994,0.462211,0.415766,-0.478482,0.999759,0.567866,0.546589,-0.126399,0.999282,0.351329,0.550278,-0.083133,0.999029,0.684571,0.578097,-0.303658,0.970079,0.192248,0.591499,-0.116561,0.949159,0.806471,0.583229,-0.754233,0.928347,0.053500,0.619828,-0.341114,0.901280
87,4.2495,0.463514,0.415460,-0.470967,0.999761,0.568335,0.548683,-0.094187,0.999299,0.351453,0.546467,-0.065902,0.999086,0.685289,0.583602,-0.251173,0.971756,0.200469,0.586773,-0.108692,0.953993,0.807269,0.585160,-0.719922,0.932521,0.065639,0.605002,-0.372387,0.910167
88,4.2837,0.465905,0.414961,-0.458611,0.999769,0.569056,0.549744,-0.065474,0.999327,0.352115,0.542146,-0.057809,0.999144,0.687212,0.586427,-0.220394,0.973450,0.204345,0.581412,-0.112133,0.958332,0.811215,0.586581,-0.684120,0.936532,0.065156,0.592501,-0.396889,0.918092
